workerid,proliferate.condition,exposure5Resp,error
408,Condition.23_F_L_A_Sh_01_B_1_0,"exposure5,0,7,Filler_W.Panicking.M.L_N.Galliwinou.F.R.wav,88,non-word,1677793685605,1677793687327,1722,,false;exposure5,1,3,Filler_N.Rawamtee.F.L_W.Document.M.R.wav,88,non-word,1677793688331,1677793690517,2186,,false;exposure5,2,4,Filler_W.Embody.M.L_N.Rengime.F.R.wav,88,non-word,1677793691526,1677793693354,1828,,false;exposure5,3,6,Filler_N.Halken.F.L_W.Outnumber.M.R.wav,77,word,1677793694362,1677793696850,2488,,false;exposure5,4,0,Critical_Ash.Official.F.L_As.Tennessee.M.R.wav,77,word,1677793697860,1677793699837,1977,,false;exposure5,5,2,Filler_N.Rimkeluwar.M.L_W.Directory.F.R.wav,77,word,1677793700844,1677793702943,2099,,false;exposure5,6,5,Filler_N.Gardimuallay.M.L_W.Napkin.F.R.wav,77,word,1677793703948,1677793705948,2000,,false;exposure5,7,1,Critical_S.Legacy.F.L_Sh.Commercial.M.R.wav,77,word,1677793706950,1677793708739,1789,,false;",
420,Condition.12_F_L_A_S_05_A_1_1,"exposure5,0,4,Filler_W.Liability.M.L_N.Imdalier.F.R.wav,88,non-word,1677794451242,1677794453237,1995,,false;exposure5,1,3,Filler_N.Kermimer.F.L_W.Lethal.M.R.wav,88,non-word,1677794454242,1677794455885,1643,,false;exposure5,2,2,Filler_N.Lenediaw.M.L_W.Keyboard.F.R.wav,77,word,1677794456902,1677794459362,2460,,false;exposure5,3,6,Filler_N.Admunker.F.L_W.Worldly.M.R.wav,88,non-word,1677794460383,1677794464132,3749,,false;exposure5,4,7,Filler_W.Wrinkle.M.L_N.Aigi.F.R.wav,88,non-word,1677794465144,1677794470097,4953,,false;exposure5,5,0,Critical_As.Rehearsal.F.L_Ash.Vacation.M.R.wav,77,word,1677794471104,1677794472942,1838,,false;exposure5,6,5,Filler_N.Acomining.M.L_W.Wealthy.F.R.wav,77,word,1677794473963,1677794475605,1642,,false;exposure5,7,1,Critical_Sh.Impatient.F.L_S.Coliseum.M.R.wav,77,word,1677794476619,1677794478241,1622,,false;",
405,Condition.41_M_L_A_S_05_A_0_0,"exposure5,0,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,88,word,1677793026667,1677793028706,2039,,false;exposure5,1,1,Critical_Sh.Impatient.M.L_S.Coliseum.F.R.wav,88,word,1677793029714,1677793031242,1528,,false;exposure5,2,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,77,non-word,1677793032244,1677793035461,3217,,false;exposure5,3,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,77,non-word,1677793036463,1677793037892,1429,,false;exposure5,4,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,77,non-word,1677793038908,1677793040729,1821,,false;exposure5,5,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,77,non-word,1677793041746,1677793043250,1504,,false;exposure5,6,0,Critical_As.Rehearsal.M.L_Ash.Vacation.F.R.wav,88,word,1677793044261,1677793045710,1449,,false;exposure5,7,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,88,word,1677793046722,1677793048142,1420,,false;",
430,Condition.43_M_L_A_S_05_A_1_0,"exposure5,0,1,Critical_Sh.Impatient.M.L_S.Coliseum.F.R.wav,77,word,1677795774381,1677795776489,2108,,false;exposure5,1,0,Critical_As.Rehearsal.M.L_Ash.Vacation.F.R.wav,77,word,1677795777493,1677795779403,1910,,false;exposure5,2,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,88,non-word,1677795780413,1677795782299,1886,,false;exposure5,3,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,77,word,1677795783309,1677795785230,1921,,false;exposure5,4,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,88,non-word,1677795786237,1677795788162,1925,,false;exposure5,5,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,77,word,1677795789173,1677795790994,1821,,false;exposure5,6,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,88,non-word,1677795791999,1677795793879,1880,,false;exposure5,7,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,88,non-word,1677795794885,1677795797283,2398,,false;",
419,Condition.24_F_L_A_Sh_01_B_1_1,"exposure5,0,7,Filler_W.Panicking.M.L_N.Galliwinou.F.R.wav,88,non-word,1677794482801,1677794485071,2270,,false;exposure5,1,0,Critical_Ash.Official.F.L_As.Tennessee.M.R.wav,88,non-word,1677794486082,1677794489544,3462,,false;exposure5,2,5,Filler_N.Gardimuallay.M.L_W.Napkin.F.R.wav,77,word,1677794490551,1677794494173,3622,,false;exposure5,3,6,Filler_N.Halken.F.L_W.Outnumber.M.R.wav,88,non-word,1677794495187,1677794497535,2348,,false;exposure5,4,4,Filler_W.Embody.M.L_N.Rengime.F.R.wav,88,non-word,1677794498547,1677794500954,2407,,false;exposure5,5,1,Critical_S.Legacy.F.L_Sh.Commercial.M.R.wav,77,word,1677794501963,1677794503998,2035,,false;exposure5,6,3,Filler_N.Rawamtee.F.L_W.Document.M.R.wav,88,non-word,1677794505009,1677794507274,2265,,false;exposure5,7,2,Filler_N.Rimkeluwar.M.L_W.Directory.F.R.wav,77,word,1677794508282,1677794510300,2018,,false;",
421,Condition.44_M_L_A_S_05_A_1_1,"exposure5,0,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,88,non-word,1677794677094,1677794678558,1464,,false;exposure5,1,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,88,non-word,1677794679559,1677794681478,1919,,false;exposure5,2,0,Critical_As.Rehearsal.M.L_Ash.Vacation.F.R.wav,77,word,1677794682479,1677794683848,1369,,false;exposure5,3,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,88,non-word,1677794684851,1677794686514,1663,,false;exposure5,4,1,Critical_Sh.Impatient.M.L_S.Coliseum.F.R.wav,77,word,1677794687517,1677794689075,1558,,false;exposure5,5,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,77,word,1677794690077,1677794691664,1587,,false;exposure5,6,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,88,non-word,1677794692667,1677794694284,1617,,false;exposure5,7,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,88,non-word,1677794695288,1677794697888,2600,,false;",
431,Condition.32_F_L_A_Sh_05_B_1_1,"exposure5,0,1,Critical_S.Coliseum.F.L_Sh.Impatient.M.R.wav,77,word,1677795744411,1677795746216,1805,,false;exposure5,1,7,Filler_W.Wrinkle.M.L_N.Aigi.F.R.wav,77,word,1677795747219,1677795750862,3643,,false;exposure5,2,4,Filler_W.Liability.M.L_N.Imdalier.F.R.wav,88,non-word,1677795751873,1677795753907,2034,,false;exposure5,3,2,Filler_N.Lenediaw.M.L_W.Keyboard.F.R.wav,77,word,1677795754922,1677795756640,1718,,false;exposure5,4,0,Critical_Ash.Vacation.F.L_As.Rehearsal.M.R.wav,77,word,1677795757648,1677795759646,1998,,false;exposure5,5,3,Filler_N.Kermimer.F.L_W.Lethal.M.R.wav,88,non-word,1677795760664,1677795762361,1697,,false;exposure5,6,5,Filler_N.Acomining.M.L_W.Wealthy.F.R.wav,77,word,1677795763373,1677795765211,1838,,false;exposure5,7,6,Filler_N.Admunker.F.L_W.Worldly.M.R.wav,88,non-word,1677795766223,1677795768614,2391,,false;",
423,Condition.30_F_L_A_Sh_05_B_0_1,"exposure5,0,6,Filler_N.Admunker.F.L_W.Worldly.M.R.wav,77,non-word,1677794822313,1677794823928,1615,,false;exposure5,1,7,Filler_W.Wrinkle.M.L_N.Aigi.F.R.wav,77,non-word,1677794824931,1677794826449,1518,,false;exposure5,2,2,Filler_N.Lenediaw.M.L_W.Keyboard.F.R.wav,88,word,1677794827460,1677794828989,1529,,false;exposure5,3,3,Filler_N.Kermimer.F.L_W.Lethal.M.R.wav,77,non-word,1677794829996,1677794831460,1464,,false;exposure5,4,1,Critical_S.Coliseum.F.L_Sh.Impatient.M.R.wav,88,word,1677794832477,1677794834178,1701,,false;exposure5,5,0,Critical_Ash.Vacation.F.L_As.Rehearsal.M.R.wav,88,word,1677794835182,1677794836733,1551,,false;exposure5,6,5,Filler_N.Acomining.M.L_W.Wealthy.F.R.wav,88,word,1677794837750,1677794839523,1773,,false;exposure5,7,4,Filler_W.Liability.M.L_N.Imdalier.F.R.wav,77,non-word,1677794840530,1677794842219,1689,,false;",
415,Condition.5_F_L_A_S_01_B_0_0,"exposure5,0,1,Critical_Sh.Commercial.F.L_S.Legacy.M.R.wav,88,word,1677794445675,1677794447207,1532,,false;exposure5,1,6,Filler_N.Halken.F.L_W.Outnumber.M.R.wav,77,non-word,1677794448210,1677794449817,1607,,false;exposure5,2,2,Filler_N.Rimkeluwar.M.L_W.Directory.F.R.wav,88,word,1677794450829,1677794452499,1670,,false;exposure5,3,0,Critical_As.Tennessee.F.L_Ash.Official.M.R.wav,88,word,1677794453505,1677794455539,2034,,false;exposure5,4,5,Filler_N.Gardimuallay.M.L_W.Napkin.F.R.wav,88,word,1677794456556,1677794458343,1787,,false;exposure5,5,3,Filler_N.Rawamtee.F.L_W.Document.M.R.wav,77,non-word,1677794459356,1677794460983,1627,,false;exposure5,6,7,Filler_W.Panicking.M.L_N.Galliwinou.F.R.wav,77,non-word,1677794461997,1677794463881,1884,,false;exposure5,7,4,Filler_W.Embody.M.L_N.Rengime.F.R.wav,77,non-word,1677794464891,1677794466542,1651,,false;",
414,Condition.48_M_L_A_S_05_B_1_1,"exposure5,0,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,88,non-word,1677794466676,1677794468880,2204,,false;exposure5,1,0,Critical_As.Rehearsal.M.L_Ash.Vacation.F.R.wav,77,word,1677794469894,1677794472156,2262,,false;exposure5,2,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,77,word,1677794473166,1677794475716,2550,,false;exposure5,3,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,88,non-word,1677794476726,1677794479016,2290,,false;exposure5,4,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,88,non-word,1677794480026,1677794482435,2409,,false;exposure5,5,1,Critical_Sh.Impatient.M.L_S.Coliseum.F.R.wav,77,word,1677794483443,1677794485636,2193,,false;exposure5,6,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,88,non-word,1677794486644,1677794489250,2606,,false;exposure5,7,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,77,word,1677794490260,1677794493295,3035,,false;",
