workerid,proliferate.condition,exposure8Resp,error
495,Condition.54_M_L_A_Sh_01_B_0_1,"exposure8,0,6,Filler_N.Bamtell.M.L_W.Tactical.F.R.wav,77,non-word,1678210936801,1678210939226,2425,,false;exposure8,1,1,Critical_S.Eraser.M.L_Sh.Publisher.F.R.wav,88,word,1678210940236,1678210942347,2111,,false;exposure8,2,5,Filler_N.Baliber.F.L_W.Purgatory.M.R.wav,88,word,1678210943352,1678210945304,1952,,false;exposure8,3,4,Filler_W.Illuminate.F.L_N.Niritaly.M.R.wav,77,non-word,1678210946313,1678210948468,2155,,false;exposure8,4,7,Filler_W.Terminal.F.L_N.Bowidai.M.R.wav,77,non-word,1678210949474,1678210951595,2121,,false;exposure8,5,0,Critical_Ash.Flourishing.M.L_As.Arkansas.F.R.wav,88,word,1678210952602,1678210955529,2927,,false;exposure8,6,3,Filler_N.Nempring.M.L_W.Identical.F.R.wav,77,non-word,1678210956536,1678210958903,2367,,false;exposure8,7,2,Filler_N.Nomerae.F.L_W.Hamburger.M.R.wav,88,word,1678210959913,1678210961768,1855,,false;",
451,Condition.47_M_L_A_S_05_B_1_0,"exposure8,0,2,Filler_N.Tilegkalo.F.L_W.Camera.M.R.wav,77,word,1678155677334,1678155679052,1718,,false;exposure8,1,5,Filler_N.Hintarber.F.L_W.Melancholy.M.R.wav,77,word,1678155680064,1678155681636,1572,,false;exposure8,2,6,Filler_N.Ibirak.M.L_W.Negate.F.R.wav,88,non-word,1678155682654,1678155684269,1615,,false;exposure8,3,3,Filler_N.Ryligal.M.L_W.Continually.F.R.wav,88,non-word,1678155685275,1678155687014,1739,,false;exposure8,4,4,Filler_W.Domineering.F.L_N.Tamical.M.R.wav,88,non-word,1678155688025,1678155689630,1605,,false;exposure8,5,7,Filler_W.Nightmare.F.L_N.Gerbualo.M.R.wav,88,non-word,1678155690636,1678155692318,1682,,false;exposure8,6,0,Critical_As.Medicine.M.L_Ash.Brochure.F.R.wav,77,word,1678155693326,1678155694862,1536,,false;exposure8,7,1,Critical_Sh.Negotiate.M.L_S.Embassy.F.R.wav,77,word,1678155695876,1678155697511,1635,,false;",
445,Condition.61_M_L_A_Sh_05_B_0_0,"exposure8,0,3,Filler_N.Ryligal.M.L_W.Continually.F.R.wav,77,non-word,1678154726488,1678154728454,1966,,false;exposure8,1,2,Filler_N.Tilegkalo.F.L_W.Camera.M.R.wav,88,word,1678154729471,1678154731072,1601,,false;exposure8,2,0,Critical_Ash.Brochure.M.L_As.Medicine.F.R.wav,88,word,1678154732082,1678154733831,1749,,false;exposure8,3,7,Filler_W.Nightmare.F.L_N.Gerbualo.M.R.wav,77,non-word,1678154734848,1678154736718,1870,,false;exposure8,4,1,Critical_S.Embassy.M.L_Sh.Negotiate.F.R.wav,88,word,1678154737728,1678154740069,2341,,false;exposure8,5,4,Filler_W.Domineering.F.L_N.Tamical.M.R.wav,77,non-word,1678154741081,1678154743549,2468,,false;exposure8,6,5,Filler_N.Hintarber.F.L_W.Melancholy.M.R.wav,88,word,1678154744564,1678154746366,1802,,false;exposure8,7,6,Filler_N.Ibirak.M.L_W.Negate.F.R.wav,77,non-word,1678154747380,1678154749239,1859,,false;",
455,Condition.49_M_L_A_Sh_01_A_0_0,"exposure8,0,5,Filler_N.Baliber.F.L_W.Purgatory.M.R.wav,88,word,1678208684090,1678208685529,1439,,false;exposure8,1,2,Filler_N.Nomerae.F.L_W.Hamburger.M.R.wav,88,word,1678208686537,1678208687939,1402,,false;exposure8,2,0,Critical_Ash.Flourishing.M.L_As.Arkansas.F.R.wav,88,word,1678208688946,1678208690543,1597,,false;exposure8,3,7,Filler_W.Terminal.F.L_N.Bowidai.M.R.wav,77,non-word,1678208691551,1678208692998,1447,,false;exposure8,4,1,Critical_S.Eraser.M.L_Sh.Publisher.F.R.wav,88,word,1678208694006,1678208695596,1590,,false;exposure8,5,4,Filler_W.Illuminate.F.L_N.Niritaly.M.R.wav,77,non-word,1678208696606,1678208698305,1699,,false;exposure8,6,6,Filler_N.Bamtell.M.L_W.Tactical.F.R.wav,77,non-word,1678208699314,1678208701435,2121,,false;exposure8,7,3,Filler_N.Nempring.M.L_W.Identical.F.R.wav,77,non-word,1678208702451,1678208704475,2024,,false;",
493,Condition.57_M_L_A_Sh_05_A_0_0,"exposure8,0,5,Filler_N.Hintarber.F.L_W.Melancholy.M.R.wav,88,word,1678210743660,1678210745220,1560,,false;exposure8,1,0,Critical_Ash.Brochure.M.L_As.Medicine.F.R.wav,88,word,1678210746223,1678210747624,1401,,false;exposure8,2,7,Filler_W.Nightmare.F.L_N.Gerbualo.M.R.wav,77,non-word,1678210748626,1678210750225,1599,,false;exposure8,3,4,Filler_W.Domineering.F.L_N.Tamical.M.R.wav,77,non-word,1678210751227,1678210752827,1600,,false;exposure8,4,1,Critical_S.Embassy.M.L_Sh.Negotiate.F.R.wav,88,word,1678210753830,1678210755250,1420,,false;exposure8,5,6,Filler_N.Ibirak.M.L_W.Negate.F.R.wav,77,non-word,1678210756253,1678210757787,1534,,false;exposure8,6,2,Filler_N.Tilegkalo.F.L_W.Camera.M.R.wav,77,non-word,1678210758790,1678210760462,1672,,false;exposure8,7,3,Filler_N.Ryligal.M.L_W.Continually.F.R.wav,77,non-word,1678210761466,1678210763223,1757,,false;",
535,Condition.34_M_L_A_S_01_A_0_1,"exposure8,0,5,Filler_N.Baliber.F.L_W.Purgatory.M.R.wav,88,word,1678211946321,1678211948110,1789,,false;exposure8,1,6,Filler_N.Bamtell.M.L_W.Tactical.F.R.wav,77,non-word,1678211949115,1678211950702,1587,,false;exposure8,2,0,Critical_As.Arkansas.M.L_Ash.Flourishing.F.R.wav,88,word,1678211951715,1678211953822,2107,,false;exposure8,3,2,Filler_N.Nomerae.F.L_W.Hamburger.M.R.wav,88,word,1678211954832,1678211957742,2910,,false;exposure8,4,4,Filler_W.Illuminate.F.L_N.Niritaly.M.R.wav,77,non-word,1678211958759,1678211960662,1903,,false;exposure8,5,7,Filler_W.Terminal.F.L_N.Bowidai.M.R.wav,77,non-word,1678211961668,1678211963150,1482,,false;exposure8,6,3,Filler_N.Nempring.M.L_W.Identical.F.R.wav,88,word,1678211964164,1678211965997,1833,,false;exposure8,7,1,Critical_Sh.Publisher.M.L_S.Eraser.F.R.wav,88,word,1678211967001,1678211970542,3541,,false;",
546,Condition.15_F_L_A_S_05_B_1_0,"exposure8,0,4,Filler_W.Domineering.M.L_N.Tamical.F.R.wav,88,non-word,1678212081803,1678212085912,4109,,false;exposure8,1,1,Critical_Sh.Negotiate.F.L_S.Embassy.M.R.wav,77,word,1678212086922,1678212090301,3379,,false;exposure8,2,5,Filler_N.Hintarber.M.L_W.Melancholy.F.R.wav,77,word,1678212091304,1678212094881,3577,,false;exposure8,3,6,Filler_N.Ibirak.F.L_W.Negate.M.R.wav,88,non-word,1678212095890,1678212099333,3443,,false;exposure8,4,7,Filler_W.Nightmare.M.L_N.Gerbualo.F.R.wav,88,non-word,1678212100342,1678212103336,2994,,false;exposure8,5,0,Critical_As.Medicine.F.L_Ash.Brochure.M.R.wav,77,word,1678212104341,1678212107091,2750,,false;exposure8,6,3,Filler_N.Ryligal.F.L_W.Continually.M.R.wav,88,non-word,1678212108104,1678212111258,3154,,false;exposure8,7,2,Filler_N.Tilegkalo.M.L_W.Camera.F.R.wav,88,non-word,1678212112264,1678212115737,3473,,false;",
544,Condition.58_M_L_A_Sh_05_A_0_1,"exposure8,0,0,Critical_Ash.Brochure.M.L_As.Medicine.F.R.wav,88,word,1678211799494,1678211801615,2121,,false;exposure8,1,1,Critical_S.Embassy.M.L_Sh.Negotiate.F.R.wav,88,word,1678211802616,1678211805231,2615,,false;exposure8,2,4,Filler_W.Domineering.F.L_N.Tamical.M.R.wav,77,non-word,1678211806233,1678211808168,1935,,false;exposure8,3,5,Filler_N.Hintarber.F.L_W.Melancholy.M.R.wav,88,word,1678211809170,1678211810732,1562,,false;exposure8,4,7,Filler_W.Nightmare.F.L_N.Gerbualo.M.R.wav,77,non-word,1678211811734,1678211813364,1630,,false;exposure8,5,2,Filler_N.Tilegkalo.F.L_W.Camera.M.R.wav,88,word,1678211814366,1678211816696,2330,,false;exposure8,6,3,Filler_N.Ryligal.M.L_W.Continually.F.R.wav,77,non-word,1678211817699,1678211819714,2015,,false;exposure8,7,6,Filler_N.Ibirak.M.L_W.Negate.F.R.wav,77,non-word,1678211820716,1678211822364,1648,,false;",
501,Condition.8_F_L_A_S_01_B_1_1,"exposure8,0,4,Filler_W.Illuminate.M.L_N.Niritaly.F.R.wav,77,word,1678211132526,1678211137599,5073,,false;exposure8,1,3,Filler_N.Nempring.F.L_W.Identical.M.R.wav,77,word,1678211138612,1678211140684,2072,,false;exposure8,2,7,Filler_W.Terminal.M.L_N.Bowidai.F.R.wav,88,non-word,1678211141705,1678211144368,2663,,false;exposure8,3,1,Critical_Sh.Publisher.F.L_S.Eraser.M.R.wav,88,non-word,1678211145382,1678211149208,3826,,false;exposure8,4,2,Filler_N.Nomerae.M.L_W.Hamburger.F.R.wav,77,word,1678211150224,1678211152600,2376,,false;exposure8,5,0,Critical_As.Arkansas.F.L_Ash.Flourishing.M.R.wav,88,non-word,1678211153615,1678211155791,2176,,false;exposure8,6,5,Filler_N.Baliber.M.L_W.Purgatory.F.R.wav,77,word,1678211156812,1678211158656,1844,,false;exposure8,7,6,Filler_N.Bamtell.F.L_W.Tactical.M.R.wav,77,word,1678211159666,1678211161784,2118,,false;",
531,Condition.41_M_L_A_S_05_A_0_0,"exposure8,0,4,Filler_W.Domineering.F.L_N.Tamical.M.R.wav,77,non-word,1678211551323,1678211553567,2244,,false;exposure8,1,5,Filler_N.Hintarber.F.L_W.Melancholy.M.R.wav,88,word,1678211554571,1678211556623,2052,,false;exposure8,2,7,Filler_W.Nightmare.F.L_N.Gerbualo.M.R.wav,77,non-word,1678211557631,1678211559630,1999,,false;exposure8,3,3,Filler_N.Ryligal.M.L_W.Continually.F.R.wav,77,non-word,1678211560632,1678211562767,2135,,false;exposure8,4,2,Filler_N.Tilegkalo.F.L_W.Camera.M.R.wav,77,non-word,1678211563769,1678211566030,2261,,false;exposure8,5,1,Critical_Sh.Negotiate.M.L_S.Embassy.F.R.wav,88,word,1678211567039,1678211568991,1952,,false;exposure8,6,0,Critical_As.Medicine.M.L_Ash.Brochure.F.R.wav,88,word,1678211569995,1678211571887,1892,,false;exposure8,7,6,Filler_N.Ibirak.M.L_W.Negate.F.R.wav,77,non-word,1678211572889,1678211574815,1926,,false;",
