workerid,proliferate.condition,exposure9Resp,error
495,Condition.54_M_L_A_Sh_01_B_0_1,"exposure9,0,1,Critical_S.Episode.M.L_Sh.Glacier.F.R.wav,88,word,1678210962778,1678210964778,2000,,false;exposure9,1,6,Filler_N.Anemer.M.L_W.Titanium.F.R.wav,88,word,1678210965784,1678210969046,3262,,false;exposure9,2,4,Filler_W.Ironic.F.L_N.Makid.M.R.wav,77,non-word,1678210970059,1678210972329,2270,,false;exposure9,3,3,Filler_N.Mibgem.M.L_W.Interior.F.R.wav,77,non-word,1678210973337,1678210975604,2267,,false;exposure9,4,2,Filler_N.Namuary.F.L_W.Hurdle.M.R.wav,88,word,1678210976611,1678210978527,1916,,false;exposure9,5,7,Filler_W.Turbulent.F.L_N.Anolipa.M.R.wav,77,non-word,1678210979537,1678210981930,2393,,false;exposure9,6,0,Critical_Ash.Reassure.M.L_As.Compensate.F.R.wav,88,word,1678210982937,1678210985120,2183,,false;exposure9,7,5,Filler_N.Amalar.F.L_W.Therapeutic.M.R.wav,88,word,1678210986131,1678210988201,2070,,false;",
451,Condition.47_M_L_A_S_05_B_1_0,"exposure9,0,6,Filler_N.Halken.M.L_W.Outnumber.F.R.wav,88,non-word,1678155698517,1678155700505,1988,,false;exposure9,1,1,Critical_Sh.Commercial.M.L_S.Legacy.F.R.wav,77,word,1678155701518,1678155703025,1507,,false;exposure9,2,3,Filler_N.Rawamtee.M.L_W.Document.F.R.wav,88,non-word,1678155704029,1678155705641,1612,,false;exposure9,3,0,Critical_As.Tennessee.M.L_Ash.Official.F.R.wav,77,word,1678155706650,1678155708289,1639,,false;exposure9,4,2,Filler_N.Rimkeluwar.F.L_W.Directory.M.R.wav,77,word,1678155709300,1678155711122,1822,,false;exposure9,5,4,Filler_W.Embody.F.L_N.Rengime.M.R.wav,88,non-word,1678155712135,1678155713835,1700,,false;exposure9,6,5,Filler_N.Gardimuallay.F.L_W.Napkin.M.R.wav,77,word,1678155714840,1678155716579,1739,,false;exposure9,7,7,Filler_W.Panicking.F.L_N.Galliwinou.M.R.wav,88,non-word,1678155717591,1678155719220,1629,,false;",
445,Condition.61_M_L_A_Sh_05_B_0_0,"exposure9,0,2,Filler_N.Rimkeluwar.F.L_W.Directory.M.R.wav,88,word,1678154750244,1678154752007,1763,,false;exposure9,1,6,Filler_N.Halken.M.L_W.Outnumber.F.R.wav,77,non-word,1678154753028,1678154755617,2589,,false;exposure9,2,1,Critical_S.Legacy.M.L_Sh.Commercial.F.R.wav,88,word,1678154756630,1678154758171,1541,,false;exposure9,3,5,Filler_N.Gardimuallay.F.L_W.Napkin.M.R.wav,88,word,1678154759188,1678154760911,1723,,false;exposure9,4,0,Critical_Ash.Official.M.L_As.Tennessee.F.R.wav,88,word,1678154761914,1678154763817,1903,,false;exposure9,5,7,Filler_W.Panicking.F.L_N.Galliwinou.M.R.wav,77,non-word,1678154764830,1678154766561,1731,,false;exposure9,6,4,Filler_W.Embody.F.L_N.Rengime.M.R.wav,77,non-word,1678154767573,1678154769380,1807,,false;exposure9,7,3,Filler_N.Rawamtee.M.L_W.Document.F.R.wav,77,non-word,1678154770393,1678154772352,1959,,false;",
455,Condition.49_M_L_A_Sh_01_A_0_0,"exposure9,0,2,Filler_N.Namuary.F.L_W.Hurdle.M.R.wav,88,word,1678208705484,1678208706852,1368,,false;exposure9,1,4,Filler_W.Ironic.F.L_N.Makid.M.R.wav,77,non-word,1678208707866,1678208709465,1599,,false;exposure9,2,6,Filler_N.Anemer.M.L_W.Titanium.F.R.wav,77,non-word,1678208710478,1678208712634,2156,,false;exposure9,3,3,Filler_N.Mibgem.M.L_W.Interior.F.R.wav,77,non-word,1678208713646,1678208715149,1503,,false;exposure9,4,0,Critical_Ash.Reassure.M.L_As.Compensate.F.R.wav,88,word,1678208716152,1678208717488,1336,,false;exposure9,5,1,Critical_S.Episode.M.L_Sh.Glacier.F.R.wav,88,word,1678208718491,1678208719925,1434,,false;exposure9,6,7,Filler_W.Turbulent.F.L_N.Anolipa.M.R.wav,77,non-word,1678208720938,1678208722678,1740,,false;exposure9,7,5,Filler_N.Amalar.F.L_W.Therapeutic.M.R.wav,88,word,1678208723694,1678208725971,2277,,false;",
493,Condition.57_M_L_A_Sh_05_A_0_0,"exposure9,0,1,Critical_S.Legacy.M.L_Sh.Commercial.F.R.wav,88,word,1678210764227,1678210765747,1520,,false;exposure9,1,5,Filler_N.Gardimuallay.F.L_W.Napkin.M.R.wav,88,word,1678210766749,1678210768275,1526,,false;exposure9,2,3,Filler_N.Rawamtee.M.L_W.Document.F.R.wav,77,non-word,1678210769277,1678210771028,1751,,false;exposure9,3,2,Filler_N.Rimkeluwar.F.L_W.Directory.M.R.wav,88,word,1678210772031,1678210773626,1595,,false;exposure9,4,6,Filler_N.Halken.M.L_W.Outnumber.F.R.wav,77,non-word,1678210774629,1678210776176,1547,,false;exposure9,5,4,Filler_W.Embody.F.L_N.Rengime.M.R.wav,77,non-word,1678210777179,1678210778765,1586,,false;exposure9,6,0,Critical_Ash.Official.M.L_As.Tennessee.F.R.wav,88,word,1678210779768,1678210781406,1638,,false;exposure9,7,7,Filler_W.Panicking.F.L_N.Galliwinou.M.R.wav,77,non-word,1678210782408,1678210784018,1610,,false;",
535,Condition.34_M_L_A_S_01_A_0_1,"exposure9,0,1,Critical_Sh.Glacier.M.L_S.Episode.F.R.wav,88,word,1678211971546,1678211973286,1740,,false;exposure9,1,0,Critical_As.Compensate.M.L_Ash.Reassure.F.R.wav,88,word,1678211974291,1678211976118,1827,,false;exposure9,2,3,Filler_N.Mibgem.M.L_W.Interior.F.R.wav,77,non-word,1678211977132,1678211978959,1827,,false;exposure9,3,6,Filler_N.Anemer.M.L_W.Titanium.F.R.wav,77,non-word,1678211979970,1678211981734,1764,,false;exposure9,4,5,Filler_N.Amalar.F.L_W.Therapeutic.M.R.wav,88,word,1678211982752,1678211984334,1582,,false;exposure9,5,4,Filler_W.Ironic.F.L_N.Makid.M.R.wav,77,non-word,1678211985351,1678211987166,1815,,false;exposure9,6,7,Filler_W.Turbulent.F.L_N.Anolipa.M.R.wav,77,non-word,1678211988178,1678211989838,1660,,false;exposure9,7,2,Filler_N.Namuary.F.L_W.Hurdle.M.R.wav,88,word,1678211990849,1678211992462,1613,,false;",
546,Condition.15_F_L_A_S_05_B_1_0,"exposure9,0,2,Filler_N.Rimkeluwar.M.L_W.Directory.F.R.wav,77,word,1678212116749,1678212119757,3008,,false;exposure9,1,4,Filler_W.Embody.M.L_N.Rengime.F.R.wav,88,non-word,1678212120771,1678212124131,3360,,false;exposure9,2,5,Filler_N.Gardimuallay.M.L_W.Napkin.F.R.wav,77,word,1678212125146,1678212128322,3176,,false;exposure9,3,1,Critical_Sh.Commercial.F.L_S.Legacy.M.R.wav,77,word,1678212129328,1678212132428,3100,,false;exposure9,4,6,Filler_N.Halken.F.L_W.Outnumber.M.R.wav,88,non-word,1678212133435,1678212136663,3228,,false;exposure9,5,3,Filler_N.Rawamtee.F.L_W.Document.M.R.wav,88,non-word,1678212137670,1678212140567,2897,,false;exposure9,6,0,Critical_As.Tennessee.F.L_Ash.Official.M.R.wav,77,word,1678212141580,1678212144664,3084,,false;exposure9,7,7,Filler_W.Panicking.M.L_N.Galliwinou.F.R.wav,88,non-word,1678212145670,1678212148620,2950,,false;",
544,Condition.58_M_L_A_Sh_05_A_0_1,"exposure9,0,2,Filler_N.Rimkeluwar.F.L_W.Directory.M.R.wav,88,word,1678211823367,1678211824963,1596,,false;exposure9,1,1,Critical_S.Legacy.M.L_Sh.Commercial.F.R.wav,88,word,1678211825965,1678211828091,2126,,false;exposure9,2,0,Critical_Ash.Official.M.L_As.Tennessee.F.R.wav,88,word,1678211829092,1678211830664,1572,,false;exposure9,3,6,Filler_N.Halken.M.L_W.Outnumber.F.R.wav,77,non-word,1678211831666,1678211833402,1736,,false;exposure9,4,5,Filler_N.Gardimuallay.F.L_W.Napkin.M.R.wav,88,word,1678211834404,1678211836817,2413,,false;exposure9,5,7,Filler_W.Panicking.F.L_N.Galliwinou.M.R.wav,77,non-word,1678211837820,1678211840349,2529,,false;exposure9,6,4,Filler_W.Embody.F.L_N.Rengime.M.R.wav,77,non-word,1678211841350,1678211843052,1702,,false;exposure9,7,3,Filler_N.Rawamtee.M.L_W.Document.F.R.wav,77,non-word,1678211844054,1678211846036,1982,,false;",
501,Condition.8_F_L_A_S_01_B_1_1,"exposure9,0,7,Filler_W.Turbulent.M.L_N.Anolipa.F.R.wav,88,non-word,1678211162799,1678211164775,1976,,false;exposure9,1,5,Filler_N.Amalar.M.L_W.Therapeutic.F.R.wav,77,word,1678211165784,1678211167768,1984,,false;exposure9,2,4,Filler_W.Ironic.M.L_N.Makid.F.R.wav,88,non-word,1678211168782,1678211170695,1913,,false;exposure9,3,2,Filler_N.Namuary.M.L_W.Hurdle.F.R.wav,77,word,1678211171701,1678211173664,1963,,false;exposure9,4,0,Critical_As.Compensate.F.L_Ash.Reassure.M.R.wav,77,word,1678211174682,1678211177015,2333,,false;exposure9,5,1,Critical_Sh.Glacier.F.L_S.Episode.M.R.wav,88,non-word,1678211178023,1678211180183,2160,,false;exposure9,6,6,Filler_N.Anemer.F.L_W.Titanium.M.R.wav,88,non-word,1678211181191,1678211183863,2672,,false;exposure9,7,3,Filler_N.Mibgem.F.L_W.Interior.M.R.wav,88,non-word,1678211184873,1678211186887,2014,,false;",
531,Condition.41_M_L_A_S_05_A_0_0,"exposure9,0,0,Critical_As.Tennessee.M.L_Ash.Official.F.R.wav,88,word,1678211575818,1678211577999,2181,,false;exposure9,1,6,Filler_N.Halken.M.L_W.Outnumber.F.R.wav,77,non-word,1678211579002,1678211581071,2069,,false;exposure9,2,2,Filler_N.Rimkeluwar.F.L_W.Directory.M.R.wav,88,word,1678211582087,1678211585551,3464,,false;exposure9,3,5,Filler_N.Gardimuallay.F.L_W.Napkin.M.R.wav,88,word,1678211586553,1678211588719,2166,,false;exposure9,4,4,Filler_W.Embody.F.L_N.Rengime.M.R.wav,77,non-word,1678211589720,1678211591807,2087,,false;exposure9,5,1,Critical_Sh.Commercial.M.L_S.Legacy.F.R.wav,88,word,1678211592808,1678211594783,1975,,false;exposure9,6,7,Filler_W.Panicking.F.L_N.Galliwinou.M.R.wav,77,non-word,1678211595784,1678211597743,1959,,false;exposure9,7,3,Filler_N.Rawamtee.M.L_W.Document.F.R.wav,77,non-word,1678211598749,1678211600767,2018,,false;",
