name,experiment_URL,participants
Condition_26,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=04&TestOrder=A&respKeyExp=0&respKeyTest=1.html,1
Condition_27,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=04&TestOrder=A&respKeyExp=1&respKeyTest=0.html,1
Condition_28,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=04&TestOrder=A&respKeyExp=1&respKeyTest=1.html,1
Condition_29,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=04&TestOrder=B&respKeyExp=0&respKeyTest=0.html,1
Condition_30,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=04&TestOrder=B&respKeyExp=0&respKeyTest=1.html,1
Condition_31,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=04&TestOrder=B&respKeyExp=1&respKeyTest=0.html,1
Condition_32,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=04&TestOrder=B&respKeyExp=1&respKeyTest=1.html,1
Condition_33,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=05&TestOrder=A&respKeyExp=0&respKeyTest=0.html,1
Condition_34,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=05&TestOrder=A&respKeyExp=0&respKeyTest=1.html,1
Condition_35,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=05&TestOrder=A&respKeyExp=1&respKeyTest=0.html,1
Condition_36,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=05&TestOrder=A&respKeyExp=1&respKeyTest=1.html,1
Condition_37,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=05&TestOrder=B&respKeyExp=0&respKeyTest=0.html,1
Condition_38,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=05&TestOrder=B&respKeyExp=0&respKeyTest=1.html,1
Condition_39,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=05&TestOrder=B&respKeyExp=1&respKeyTest=0.html,1
Condition_40,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=05&TestOrder=B&respKeyExp=1&respKeyTest=1.html,1
Condition_41,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=06&TestOrder=A&respKeyExp=0&respKeyTest=0.html,1
Condition_42,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=06&TestOrder=A&respKeyExp=0&respKeyTest=1.html,1
Condition_43,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=06&TestOrder=A&respKeyExp=1&respKeyTest=0.html,1
Condition_44,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=06&TestOrder=A&respKeyExp=1&respKeyTest=1.html,1
Condition_45,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=06&TestOrder=B&respKeyExp=0&respKeyTest=0.html,1
Condition_46,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=06&TestOrder=B&respKeyExp=0&respKeyTest=1.html,1
Condition_47,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=06&TestOrder=B&respKeyExp=1&respKeyTest=0.html,1
Condition_48,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=06&TestOrder=B&respKeyExp=1&respKeyTest=1.html,1
Condition_49,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=07&TestOrder=A&respKeyExp=0&respKeyTest=0.html,1
Condition_50,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=07&TestOrder=A&respKeyExp=0&respKeyTest=1.html,1
Condition_51,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=07&TestOrder=A&respKeyExp=1&respKeyTest=0.html,1
Condition_52,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=07&TestOrder=A&respKeyExp=1&respKeyTest=1.html,1
Condition_53,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=07&TestOrder=B&respKeyExp=0&respKeyTest=0.html,1
Condition_54,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=07&TestOrder=B&respKeyExp=0&respKeyTest=1.html,1
Condition_55,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=07&TestOrder=B&respKeyExp=1&respKeyTest=0.html,1
Condition_56,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=07&TestOrder=B&respKeyExp=1&respKeyTest=1.html,1
Condition_57,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=08&TestOrder=A&respKeyExp=0&respKeyTest=0.html,1
Condition_58,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=08&TestOrder=A&respKeyExp=0&respKeyTest=1.html,1
Condition_59,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=08&TestOrder=A&respKeyExp=1&respKeyTest=0.html,1
Condition_60,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=08&TestOrder=A&respKeyExp=1&respKeyTest=1.html,1
Condition_61,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=08&TestOrder=B&respKeyExp=0&respKeyTest=0.html,1
Condition_62,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=08&TestOrder=B&respKeyExp=0&respKeyTest=1.html,1
Condition_63,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=08&TestOrder=B&respKeyExp=1&respKeyTest=0.html,1
Condition_64,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=08&TestOrder=B&respKeyExp=1&respKeyTest=1.html,1
Condition_65,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=09&TestOrder=A&respKeyExp=0&respKeyTest=0.html,1
Condition_66,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=09&TestOrder=A&respKeyExp=0&respKeyTest=1.html,1
Condition_67,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=09&TestOrder=A&respKeyExp=1&respKeyTest=0.html,1
Condition_68,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=09&TestOrder=A&respKeyExp=1&respKeyTest=1.html,1
Condition_69,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=09&TestOrder=B&respKeyExp=0&respKeyTest=0.html,1
Condition_70,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=09&TestOrder=B&respKeyExp=0&respKeyTest=1.html,1
Condition_71,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=09&TestOrder=B&respKeyExp=1&respKeyTest=0.html,1
Condition_72,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=09&TestOrder=B&respKeyExp=1&respKeyTest=1.html,1
Condition_73,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=10&TestOrder=A&respKeyExp=0&respKeyTest=0.html,1
Condition_74,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=10&TestOrder=A&respKeyExp=0&respKeyTest=1.html,1
Condition_75,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=10&TestOrder=A&respKeyExp=1&respKeyTest=0.html,1
Condition_76,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=10&TestOrder=A&respKeyExp=1&respKeyTest=1.html,1
Condition_77,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=10&TestOrder=B&respKeyExp=0&respKeyTest=0.html,1
Condition_78,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=10&TestOrder=B&respKeyExp=0&respKeyTest=1.html,1
Condition_79,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=10&TestOrder=B&respKeyExp=1&respKeyTest=0.html,1
Condition_80,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=S&ExposureOrder=10&TestOrder=B&respKeyExp=1&respKeyTest=1.html,1
Condition_81,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=01&TestOrder=A&respKeyExp=0&respKeyTest=0.html,1
Condition_82,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=01&TestOrder=A&respKeyExp=0&respKeyTest=1.html,1
Condition_83,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=01&TestOrder=A&respKeyExp=1&respKeyTest=0.html,1
Condition_84,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=01&TestOrder=A&respKeyExp=1&respKeyTest=1.html,1
Condition_85,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=01&TestOrder=B&respKeyExp=0&respKeyTest=0.html,1
Condition_86,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=01&TestOrder=B&respKeyExp=0&respKeyTest=1.html,1
Condition_87,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=01&TestOrder=B&respKeyExp=1&respKeyTest=0.html,1
Condition_88,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=01&TestOrder=B&respKeyExp=1&respKeyTest=1.html,1
Condition_89,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=02&TestOrder=A&respKeyExp=0&respKeyTest=0.html,1
Condition_90,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=02&TestOrder=A&respKeyExp=0&respKeyTest=1.html,1
Condition_91,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=02&TestOrder=A&respKeyExp=1&respKeyTest=0.html,1
Condition_92,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=02&TestOrder=A&respKeyExp=1&respKeyTest=1.html,1
Condition_93,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=02&TestOrder=B&respKeyExp=0&respKeyTest=0.html,1
Condition_94,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=02&TestOrder=B&respKeyExp=0&respKeyTest=1.html,1
Condition_95,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=02&TestOrder=B&respKeyExp=1&respKeyTest=0.html,1
Condition_96,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=02&TestOrder=B&respKeyExp=1&respKeyTest=1.html,1
Condition_97,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=03&TestOrder=A&respKeyExp=0&respKeyTest=0.html,1
Condition_98,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=03&TestOrder=A&respKeyExp=0&respKeyTest=1.html,1
Condition_99,https://www.hlp.rochester.edu/experiments/PRATTLIM/experiment-A/experiment.html?AttendedTalkerGender=F&AttendedTalkerEar=L&AttendedTalkerMaterial=A&AttendedTalkerLabel=Sh&ExposureOrder=03&TestOrder=A&respKeyExp=1&respKeyTest=0.html,1
