workerid,proliferate.condition,exposure3Resp,error
401,Condition.10_F_L_A_S_05_A_0_1,"exposure3,0,0,Critical_As.Compensate.F.L_Ash.Reassure.M.R.wav,88,word,1677788787607,1677788789203,1596,,false;exposure3,1,2,Filler_N.Namuary.M.L_W.Hurdle.F.R.wav,88,word,1677788790223,1677788792080,1857,,false;exposure3,2,4,Filler_W.Ironic.M.L_N.Makid.F.R.wav,77,non-word,1677788793090,1677788794759,1669,,false;exposure3,3,7,Filler_W.Turbulent.M.L_N.Anolipa.F.R.wav,77,non-word,1677788795772,1677788798064,2292,,false;exposure3,4,3,Filler_N.Mibgem.F.L_W.Interior.M.R.wav,77,non-word,1677788799084,1677788800968,1884,,false;exposure3,5,5,Filler_N.Amalar.M.L_W.Therapeutic.F.R.wav,88,word,1677788801974,1677788804020,2046,,false;exposure3,6,1,Critical_Sh.Glacier.F.L_S.Episode.M.R.wav,88,word,1677788805045,1677788806743,1698,,false;exposure3,7,6,Filler_N.Anemer.F.L_W.Titanium.M.R.wav,77,non-word,1677788807766,1677788810245,2479,,false;",
399,Condition.26_F_L_A_Sh_05_A_0_1,"exposure3,0,7,Filler_W.Turbulent.M.L_N.Anolipa.F.R.wav,77,non-word,1677787547591,1677787549387,1796,,false;exposure3,1,5,Filler_N.Amalar.M.L_W.Therapeutic.F.R.wav,88,word,1677787550402,1677787552376,1974,,false;exposure3,2,6,Filler_N.Anemer.F.L_W.Titanium.M.R.wav,77,non-word,1677787553381,1677787556370,2989,,false;exposure3,3,1,Critical_S.Episode.F.L_Sh.Glacier.M.R.wav,88,word,1677787557381,1677787559204,1823,,false;exposure3,4,3,Filler_N.Mibgem.F.L_W.Interior.M.R.wav,77,non-word,1677787560215,1677787562100,1885,,false;exposure3,5,0,Critical_Ash.Reassure.F.L_As.Compensate.M.R.wav,88,word,1677787563105,1677787564977,1872,,false;exposure3,6,2,Filler_N.Namuary.M.L_W.Hurdle.F.R.wav,88,word,1677787565992,1677787568982,2990,,false;exposure3,7,4,Filler_W.Ironic.M.L_N.Makid.F.R.wav,77,non-word,1677787569991,1677787572074,2083,,false;",
