workerid,proliferate.condition,exposure4Resp,error
401,Condition.10_F_L_A_S_05_A_0_1,"exposure4,0,1,Critical_Sh.Refreshing.F.L_S.Literacy.M.R.wav,88,word,1677788811261,1677788813133,1872,,false;exposure4,1,3,Filler_N.Meidnow.F.L_W.Knowingly.M.R.wav,77,non-word,1677788814146,1677788815673,1527,,false;exposure4,2,2,Filler_N.Logelai.M.L_W.Inhabit.F.R.wav,88,word,1677788816690,1677788818369,1679,,false;exposure4,3,4,Filler_W.Laminate.M.L_N.Kaldemia.F.R.wav,77,non-word,1677788819390,1677788821056,1666,,false;exposure4,4,5,Filler_N.Ailounam.M.L_W.Tutorial.F.R.wav,88,word,1677788822074,1677788824601,2527,,false;exposure4,5,7,Filler_W.Undermine.M.L_N.Alnadiro.F.R.wav,77,non-word,1677788825620,1677788827524,1904,,false;exposure4,6,0,Critical_As.Dinosaur.F.L_Ash.Graduation.M.R.wav,88,word,1677788828548,1677788830492,1944,,false;exposure4,7,6,Filler_N.Lilgrai.F.L_W.Umbrella.M.R.wav,77,non-word,1677788831512,1677788833193,1681,,false;",
399,Condition.26_F_L_A_Sh_05_A_0_1,"exposure4,0,7,Filler_W.Undermine.M.L_N.Alnadiro.F.R.wav,77,non-word,1677787573090,1677787575791,2701,,false;exposure4,1,1,Critical_S.Literacy.F.L_Sh.Refreshing.M.R.wav,88,word,1677787576808,1677787578506,1698,,false;exposure4,2,6,Filler_N.Lilgrai.F.L_W.Umbrella.M.R.wav,77,non-word,1677787579516,1677787581115,1599,,false;exposure4,3,4,Filler_W.Laminate.M.L_N.Kaldemia.F.R.wav,77,non-word,1677787582125,1677787584434,2309,,false;exposure4,4,5,Filler_N.Ailounam.M.L_W.Tutorial.F.R.wav,88,word,1677787585452,1677787587327,1875,,false;exposure4,5,3,Filler_N.Meidnow.F.L_W.Knowingly.M.R.wav,77,non-word,1677787588332,1677787590160,1828,,false;exposure4,6,2,Filler_N.Logelai.M.L_W.Inhabit.F.R.wav,88,word,1677787591165,1677787592792,1627,,false;exposure4,7,0,Critical_Ash.Graduation.F.L_As.Dinosaur.M.R.wav,88,word,1677787593810,1677787595408,1598,,false;",
