workerid,proliferate.condition,exposure2Resp,error
401,Condition.10_F_L_A_S_05_A_0_1,"exposure2,0,2,Filler_N.Nomerae.M.L_W.Hamburger.F.R.wav,88,word,1677788765086,1677788767026,1940,,false;exposure2,1,5,Filler_N.Baliber.M.L_W.Purgatory.F.R.wav,88,word,1677788768037,1677788769792,1755,,false;exposure2,2,6,Filler_N.Bamtell.F.L_W.Tactical.M.R.wav,77,non-word,1677788770812,1677788772322,1510,,false;exposure2,3,4,Filler_W.Illuminate.M.L_N.Niritaly.F.R.wav,77,non-word,1677788773334,1677788775200,1866,,false;exposure2,4,3,Filler_N.Nempring.F.L_W.Identical.M.R.wav,77,non-word,1677788776212,1677788778213,2001,,false;exposure2,5,7,Filler_W.Terminal.M.L_N.Bowidai.F.R.wav,77,non-word,1677788779229,1677788781004,1775,,false;exposure2,6,1,Critical_Sh.Publisher.F.L_S.Eraser.M.R.wav,88,word,1677788782029,1677788783774,1745,,false;exposure2,7,0,Critical_As.Arkansas.F.L_Ash.Flourishing.M.R.wav,88,word,1677788784794,1677788786599,1805,,false;",
399,Condition.26_F_L_A_Sh_05_A_0_1,"exposure2,0,1,Critical_S.Eraser.F.L_Sh.Publisher.M.R.wav,88,word,1677787524379,1677787526418,2039,,false;exposure2,1,7,Filler_W.Terminal.M.L_N.Bowidai.F.R.wav,77,non-word,1677787527424,1677787529146,1722,,false;exposure2,2,3,Filler_N.Nempring.F.L_W.Identical.M.R.wav,77,non-word,1677787530162,1677787532552,2390,,false;exposure2,3,6,Filler_N.Bamtell.F.L_W.Tactical.M.R.wav,77,non-word,1677787533560,1677787535322,1762,,false;exposure2,4,0,Critical_Ash.Flourishing.F.L_As.Arkansas.M.R.wav,88,word,1677787536333,1677787538270,1937,,false;exposure2,5,5,Filler_N.Baliber.M.L_W.Purgatory.F.R.wav,88,word,1677787539281,1677787541002,1721,,false;exposure2,6,2,Filler_N.Nomerae.M.L_W.Hamburger.F.R.wav,88,word,1677787542006,1677787543718,1712,,false;exposure2,7,4,Filler_W.Illuminate.M.L_N.Niritaly.F.R.wav,77,non-word,1677787544725,1677787546583,1858,,false;",
