workerid,proliferate.condition,exposure9Resp,error
401,Condition.10_F_L_A_S_05_A_0_1,"exposure9,0,3,Filler_N.Rawamtee.F.L_W.Document.M.R.wav,77,non-word,1677788923012,1677788924586,1574,,false;exposure9,1,1,Critical_Sh.Commercial.F.L_S.Legacy.M.R.wav,88,word,1677788925592,1677788927344,1752,,false;exposure9,2,6,Filler_N.Halken.F.L_W.Outnumber.M.R.wav,77,non-word,1677788928358,1677788930037,1679,,false;exposure9,3,4,Filler_W.Embody.M.L_N.Rengime.F.R.wav,77,non-word,1677788931055,1677788932836,1781,,false;exposure9,4,5,Filler_N.Gardimuallay.M.L_W.Napkin.F.R.wav,88,word,1677788933851,1677788935416,1565,,false;exposure9,5,0,Critical_As.Tennessee.F.L_Ash.Official.M.R.wav,88,word,1677788936435,1677788937952,1517,,false;exposure9,6,2,Filler_N.Rimkeluwar.M.L_W.Directory.F.R.wav,88,word,1677788938969,1677788940647,1678,,false;exposure9,7,7,Filler_W.Panicking.M.L_N.Galliwinou.F.R.wav,77,non-word,1677788941666,1677788943623,1957,,false;",
399,Condition.26_F_L_A_Sh_05_A_0_1,"exposure9,0,0,Critical_Ash.Official.F.L_As.Tennessee.M.R.wav,88,word,1677787687916,1677787689743,1827,,false;exposure9,1,5,Filler_N.Gardimuallay.M.L_W.Napkin.F.R.wav,88,word,1677787690756,1677787692419,1663,,false;exposure9,2,6,Filler_N.Halken.F.L_W.Outnumber.M.R.wav,77,non-word,1677787693437,1677787695452,2015,,false;exposure9,3,3,Filler_N.Rawamtee.F.L_W.Document.M.R.wav,88,word,1677787696459,1677787698951,2492,,false;exposure9,4,4,Filler_W.Embody.M.L_N.Rengime.F.R.wav,77,non-word,1677787699969,1677787701932,1963,,false;exposure9,5,2,Filler_N.Rimkeluwar.M.L_W.Directory.F.R.wav,88,word,1677787702946,1677787704505,1559,,false;exposure9,6,7,Filler_W.Panicking.M.L_N.Galliwinou.F.R.wav,77,non-word,1677787705515,1677787706922,1407,,false;exposure9,7,1,Critical_S.Legacy.F.L_Sh.Commercial.M.R.wav,88,word,1677787707928,1677787709501,1573,,false;",
