workerid,proliferate.condition,exposure1Resp,error
401,Condition.10_F_L_A_S_05_A_0_1,"exposure1,0,1,Critical_Sh.Efficient.F.L_S.Personal.M.R.wav,88,word,1677788742558,1677788744813,2255,,false;exposure1,1,2,Filler_N.Perkum.M.L_W.Gardenia.F.R.wav,77,non-word,1677788745829,1677788747555,1726,,false;exposure1,2,6,Filler_N.Dadigal.F.L_W.Platonic.M.R.wav,77,non-word,1677788748575,1677788750042,1467,,false;exposure1,3,4,Filler_W.Honeymoon.M.L_N.Almikquary.F.R.wav,77,non-word,1677788751059,1677788752770,1711,,false;exposure1,4,0,Critical_As.Hallucinate.F.L_Ash.Pediatrician.M.R.wav,88,word,1677788753773,1677788755712,1939,,false;exposure1,5,5,Filler_N.Bikanian.M.L_W.Pineapple.F.R.wav,88,word,1677788756726,1677788758326,1600,,false;exposure1,6,3,Filler_N.Omperoge.F.L_W.Grammatical.M.R.wav,77,non-word,1677788759340,1677788761296,1956,,false;exposure1,7,7,Filler_W.Predict.M.L_N.Dilkuaund.F.R.wav,77,non-word,1677788762304,1677788764059,1755,,false;",
399,Condition.26_F_L_A_Sh_05_A_0_1,"exposure1,0,4,Filler_W.Honeymoon.M.L_N.Almikquary.F.R.wav,77,non-word,1677787499749,1677787501589,1840,,false;exposure1,1,5,Filler_N.Bikanian.M.L_W.Pineapple.F.R.wav,88,word,1677787502606,1677787504474,1868,,false;exposure1,2,1,Critical_S.Personal.F.L_Sh.Efficient.M.R.wav,88,word,1677787505490,1677787508006,2516,,false;exposure1,3,7,Filler_W.Predict.M.L_N.Dilkuaund.F.R.wav,77,non-word,1677787509013,1677787510578,1565,,false;exposure1,4,6,Filler_N.Dadigal.F.L_W.Platonic.M.R.wav,88,word,1677787511584,1677787513938,2354,,false;exposure1,5,0,Critical_Ash.Pediatrician.F.L_As.Hallucinate.M.R.wav,77,non-word,1677787514953,1677787517273,2320,,false;exposure1,6,3,Filler_N.Omperoge.F.L_W.Grammatical.M.R.wav,77,non-word,1677787518292,1677787520295,2003,,false;exposure1,7,2,Filler_N.Perkum.M.L_W.Gardenia.F.R.wav,88,word,1677787521304,1677787523369,2065,,false;",
