workerid,proliferate.condition,exposure6Resp,error
401,Condition.10_F_L_A_S_05_A_0_1,"exposure6,0,1,Critical_Sh.Initial.F.L_S.Pregnancy.M.R.wav,88,word,1677788855985,1677788857569,1584,,false;exposure6,1,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,88,word,1677788858581,1677788860165,1584,,false;exposure6,2,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,77,non-word,1677788861184,1677788862934,1750,,false;exposure6,3,0,Critical_As.Parasite.F.L_Ash.Ambition.M.R.wav,88,word,1677788863949,1677788865718,1769,,false;exposure6,4,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,77,non-word,1677788866729,1677788868589,1860,,false;exposure6,5,2,Filler_N.Wominid.M.L_W.America.F.R.wav,88,word,1677788869613,1677788871322,1709,,false;exposure6,6,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,77,non-word,1677788872342,1677788874080,1738,,false;exposure6,7,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,77,non-word,1677788875101,1677788876968,1867,,false;",
399,Condition.26_F_L_A_Sh_05_A_0_1,"exposure6,0,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,88,word,1677787618219,1677787619851,1632,,false;exposure6,1,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,77,non-word,1677787620864,1677787622678,1814,,false;exposure6,2,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,77,non-word,1677787623690,1677787625248,1558,,false;exposure6,3,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,77,non-word,1677787626261,1677787627925,1664,,false;exposure6,4,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,88,word,1677787628943,1677787630815,1872,,false;exposure6,5,2,Filler_N.Wominid.M.L_W.America.F.R.wav,88,word,1677787631829,1677787633527,1698,,false;exposure6,6,0,Critical_Ash.Ambition.F.L_As.Parasite.M.R.wav,88,word,1677787634539,1677787636405,1866,,false;exposure6,7,1,Critical_S.Pregnancy.F.L_Sh.Initial.M.R.wav,88,word,1677787637411,1677787638939,1528,,false;",
