workerid,proliferate.condition,exposure2Resp,error
394,Condition.56_M_L_A_Sh_01_B_1_1,"exposure2,0,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,88,non-word,1677457106794,1677457108486,1692,,false;exposure2,1,0,Critical_Ash.Ambition.M.L_As.Parasite.F.R.wav,77,word,1677457109499,1677457111880,2381,,false;exposure2,2,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,88,non-word,1677457112900,1677457114854,1954,,false;exposure2,3,1,Critical_S.Pregnancy.M.L_Sh.Initial.F.R.wav,77,word,1677457115862,1677457117497,1635,,false;exposure2,4,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,88,non-word,1677457118515,1677457120211,1696,,false;exposure2,5,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,88,non-word,1677457121228,1677457123000,1772,,false;exposure2,6,2,Filler_N.Wominid.F.L_W.America.M.R.wav,77,word,1677457124009,1677457125674,1665,,false;exposure2,7,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,77,word,1677457126693,1677457128367,1674,,false;",
391,Condition.62_M_L_A_Sh_05_B_0_1,"exposure2,0,5,Filler_N.Baliber.F.L_W.Purgatory.M.R.wav,88,word,1677435525897,1677435527675,1778,,false;exposure2,1,6,Filler_N.Bamtell.M.L_W.Tactical.F.R.wav,77,non-word,1677435528695,1677435530219,1524,,false;exposure2,2,1,Critical_S.Eraser.M.L_Sh.Publisher.F.R.wav,88,word,1677435531229,1677435533113,1884,,false;exposure2,3,3,Filler_N.Nempring.M.L_W.Identical.F.R.wav,77,non-word,1677435534132,1677435536080,1948,,false;exposure2,4,0,Critical_Ash.Flourishing.M.L_As.Arkansas.F.R.wav,88,word,1677435537091,1677435539807,2716,,false;exposure2,5,2,Filler_N.Nomerae.F.L_W.Hamburger.M.R.wav,88,word,1677435540826,1677435542856,2030,,false;exposure2,6,7,Filler_W.Terminal.F.L_N.Bowidai.M.R.wav,77,non-word,1677435543873,1677435546566,2693,,false;exposure2,7,4,Filler_W.Illuminate.F.L_N.Niritaly.M.R.wav,77,non-word,1677435547587,1677435550880,3293,,false;",
