workerid,proliferate.condition,exposure2Resp,error
439,Condition.35_M_L_A_S_01_A_1_0,"exposure2,0,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,77,word,1678130871745,1678130873308,1563,,false;exposure2,1,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,88,non-word,1678130874325,1678130876060,1735,,false;exposure2,2,0,Critical_As.Parasite.M.L_Ash.Ambition.F.R.wav,77,word,1678130877070,1678130878764,1694,,false;exposure2,3,1,Critical_Sh.Initial.M.L_S.Pregnancy.F.R.wav,77,word,1678130879768,1678130881717,1949,,false;exposure2,4,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,88,non-word,1678130882731,1678130884345,1614,,false;exposure2,5,2,Filler_N.Wominid.F.L_W.America.M.R.wav,77,word,1678130885349,1678130887122,1773,,false;exposure2,6,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,88,non-word,1678130888140,1678130890284,2144,,false;exposure2,7,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,88,non-word,1678130891303,1678130893069,1766,,false;",
433,Condition.2_F_L_A_S_01_A_0_1,"exposure2,0,0,Critical_As.Parasite.F.L_Ash.Ambition.M.R.wav,88,word,1678126433095,1678126434894,1799,,false;exposure2,1,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,77,non-word,1678126435907,1678126437461,1554,,false;exposure2,2,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,77,non-word,1678126438475,1678126440128,1653,,false;exposure2,3,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,77,non-word,1678126441137,1678126442655,1518,,false;exposure2,4,2,Filler_N.Wominid.M.L_W.America.F.R.wav,88,word,1678126443675,1678126445123,1448,,false;exposure2,5,1,Critical_Sh.Initial.F.L_S.Pregnancy.M.R.wav,88,word,1678126446146,1678126447957,1811,,false;exposure2,6,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,77,non-word,1678126448966,1678126450630,1664,,false;exposure2,7,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,88,word,1678126451647,1678126453259,1612,,false;",
