workerid,proliferate.condition,exposure9Resp,error
439,Condition.35_M_L_A_S_01_A_1_0,"exposure9,0,4,Filler_W.Ironic.F.L_N.Makid.M.R.wav,88,non-word,1678131029360,1678131031410,2050,,false;exposure9,1,0,Critical_As.Compensate.M.L_Ash.Reassure.F.R.wav,77,word,1678131032417,1678131034109,1692,,false;exposure9,2,3,Filler_N.Mibgem.M.L_W.Interior.F.R.wav,88,non-word,1678131035117,1678131036840,1723,,false;exposure9,3,6,Filler_N.Anemer.M.L_W.Titanium.F.R.wav,88,non-word,1678131037847,1678131039359,1512,,false;exposure9,4,7,Filler_W.Turbulent.F.L_N.Anolipa.M.R.wav,88,non-word,1678131040371,1678131042077,1706,,false;exposure9,5,2,Filler_N.Namuary.F.L_W.Hurdle.M.R.wav,77,word,1678131043084,1678131044503,1419,,false;exposure9,6,1,Critical_Sh.Glacier.M.L_S.Episode.F.R.wav,77,word,1678131045519,1678131046918,1399,,false;exposure9,7,5,Filler_N.Amalar.F.L_W.Therapeutic.M.R.wav,77,word,1678131047935,1678131051209,3274,,false;",
433,Condition.2_F_L_A_S_01_A_0_1,"exposure9,0,5,Filler_N.Amalar.M.L_W.Therapeutic.F.R.wav,88,word,1678126597619,1678126599435,1816,,false;exposure9,1,0,Critical_As.Compensate.F.L_Ash.Reassure.M.R.wav,88,word,1678126600450,1678126602358,1908,,false;exposure9,2,7,Filler_W.Turbulent.M.L_N.Anolipa.F.R.wav,77,non-word,1678126603369,1678126605131,1762,,false;exposure9,3,4,Filler_W.Ironic.M.L_N.Makid.F.R.wav,77,non-word,1678126606147,1678126608002,1855,,false;exposure9,4,1,Critical_Sh.Glacier.F.L_S.Episode.M.R.wav,88,word,1678126609012,1678126610761,1749,,false;exposure9,5,6,Filler_N.Anemer.F.L_W.Titanium.M.R.wav,77,non-word,1678126611778,1678126613278,1500,,false;exposure9,6,3,Filler_N.Mibgem.F.L_W.Interior.M.R.wav,77,non-word,1678126614297,1678126615983,1686,,false;exposure9,7,2,Filler_N.Namuary.M.L_W.Hurdle.F.R.wav,88,word,1678126616992,1678126618451,1459,,false;",
