workerid,proliferate.condition,exposure3Resp,error
439,Condition.35_M_L_A_S_01_A_1_0,"exposure3,0,5,Filler_N.Inpaki.F.L_W.Lingering.M.R.wav,77,word,1678130894085,1678130896195,2110,,false;exposure3,1,4,Filler_W.Burglary.F.L_N.Tymolape.M.R.wav,88,non-word,1678130897204,1678130898545,1341,,false;exposure3,2,0,Critical_As.Obscene.M.L_Ash.Machinery.F.R.wav,77,word,1678130899553,1678130901076,1523,,false;exposure3,3,1,Critical_Sh.Beneficial.M.L_S.Democracy.F.R.wav,77,word,1678130902083,1678130905075,2992,,false;exposure3,4,3,Filler_N.Tounamplem.M.L_W.Bullying.F.R.wav,88,non-word,1678130906092,1678130910536,4444,,false;exposure3,5,7,Filler_W.Metrical.F.L_N.Halomimoc.M.R.wav,88,non-word,1678130911554,1678130913591,2037,,false;exposure3,6,2,Filler_N.Ungelnin.F.L_W.Blueberry.M.R.wav,77,word,1678130914605,1678130915962,1357,,false;exposure3,7,6,Filler_N.Aknid.M.L_W.Membrane.F.R.wav,77,word,1678130916976,1678130918683,1707,,false;",
433,Condition.2_F_L_A_S_01_A_0_1,"exposure3,0,6,Filler_N.Aknid.F.L_W.Membrane.M.R.wav,77,non-word,1678126454267,1678126455901,1634,,false;exposure3,1,3,Filler_N.Tounamplem.F.L_W.Bullying.M.R.wav,77,non-word,1678126456915,1678126458848,1933,,false;exposure3,2,2,Filler_N.Ungelnin.M.L_W.Blueberry.F.R.wav,88,word,1678126459874,1678126461435,1561,,false;exposure3,3,5,Filler_N.Inpaki.M.L_W.Lingering.F.R.wav,88,word,1678126462458,1678126464010,1552,,false;exposure3,4,7,Filler_W.Metrical.M.L_N.Halomimoc.F.R.wav,77,non-word,1678126465028,1678126466665,1637,,false;exposure3,5,1,Critical_Sh.Beneficial.F.L_S.Democracy.M.R.wav,88,word,1678126467692,1678126469604,1912,,false;exposure3,6,0,Critical_As.Obscene.F.L_Ash.Machinery.M.R.wav,88,word,1678126470622,1678126472167,1545,,false;exposure3,7,4,Filler_W.Burglary.M.L_N.Tymolape.F.R.wav,77,non-word,1678126473190,1678126474706,1516,,false;",
