workerid,proliferate.condition,exposure10Resp,error
439,Condition.35_M_L_A_S_01_A_1_0,"exposure10,0,4,Filler_W.Laminate.F.L_N.Kaldemia.M.R.wav,88,non-word,1678131052221,1678131053791,1570,,false;exposure10,1,0,Critical_As.Dinosaur.M.L_Ash.Graduation.F.R.wav,77,word,1678131054795,1678131056641,1846,,false;exposure10,2,1,Critical_Sh.Refreshing.M.L_S.Literacy.F.R.wav,77,word,1678131057660,1678131059429,1769,,false;exposure10,3,6,Filler_N.Lilgrai.M.L_W.Umbrella.F.R.wav,88,non-word,1678131060439,1678131061923,1484,,false;exposure10,4,7,Filler_W.Undermine.F.L_N.Alnadiro.M.R.wav,88,non-word,1678131062934,1678131064600,1666,,false;exposure10,5,3,Filler_N.Meidnow.M.L_W.Knowingly.F.R.wav,88,non-word,1678131065615,1678131067523,1908,,false;exposure10,6,2,Filler_N.Logelai.F.L_W.Inhabit.M.R.wav,77,word,1678131068535,1678131070081,1546,,false;exposure10,7,5,Filler_N.Ailounam.F.L_W.Tutorial.M.R.wav,77,word,1678131071084,1678131074646,3562,,false;",
433,Condition.2_F_L_A_S_01_A_0_1,"exposure10,0,6,Filler_N.Lilgrai.F.L_W.Umbrella.M.R.wav,77,non-word,1678126619474,1678126621083,1609,,false;exposure10,1,4,Filler_W.Laminate.M.L_N.Kaldemia.F.R.wav,77,non-word,1678126622106,1678126623611,1505,,false;exposure10,2,7,Filler_W.Undermine.M.L_N.Alnadiro.F.R.wav,77,non-word,1678126624621,1678126626426,1805,,false;exposure10,3,5,Filler_N.Ailounam.M.L_W.Tutorial.F.R.wav,88,word,1678126627449,1678126629023,1574,,false;exposure10,4,2,Filler_N.Logelai.M.L_W.Inhabit.F.R.wav,88,word,1678126630033,1678126631754,1721,,false;exposure10,5,0,Critical_As.Dinosaur.F.L_Ash.Graduation.M.R.wav,88,word,1678126632765,1678126634299,1534,,false;exposure10,6,1,Critical_Sh.Refreshing.F.L_S.Literacy.M.R.wav,88,word,1678126635313,1678126637477,2164,,false;exposure10,7,3,Filler_N.Meidnow.F.L_W.Knowingly.M.R.wav,77,non-word,1678126638494,1678126640102,1608,,false;",
