workerid,proliferate.condition,exposure7Resp,error
439,Condition.35_M_L_A_S_01_A_1_0,"exposure7,0,4,Filler_W.Honeymoon.F.L_N.Almikquary.M.R.wav,88,non-word,1678130986741,1678130988437,1696,,false;exposure7,1,1,Critical_Sh.Efficient.M.L_S.Personal.F.R.wav,77,word,1678130989452,1678130990930,1478,,false;exposure7,2,6,Filler_N.Dadigal.M.L_W.Platonic.F.R.wav,88,non-word,1678130991947,1678130993419,1472,,false;exposure7,3,3,Filler_N.Omperoge.M.L_W.Grammatical.F.R.wav,88,non-word,1678130994426,1678130996016,1590,,false;exposure7,4,5,Filler_N.Bikanian.F.L_W.Pineapple.M.R.wav,77,word,1678130997031,1678130998450,1419,,false;exposure7,5,0,Critical_As.Hallucinate.M.L_Ash.Pediatrician.F.R.wav,77,word,1678130999467,1678131001316,1849,,false;exposure7,6,7,Filler_W.Predict.F.L_N.Dilkuaund.M.R.wav,88,non-word,1678131002326,1678131004121,1795,,false;exposure7,7,2,Filler_N.Perkum.F.L_W.Gardenia.M.R.wav,77,word,1678131005131,1678131006574,1443,,false;",
433,Condition.2_F_L_A_S_01_A_0_1,"exposure7,0,6,Filler_N.Dadigal.F.L_W.Platonic.M.R.wav,77,non-word,1678126545029,1678126546555,1526,,false;exposure7,1,1,Critical_Sh.Efficient.F.L_S.Personal.M.R.wav,88,word,1678126547563,1678126549228,1665,,false;exposure7,2,7,Filler_W.Predict.M.L_N.Dilkuaund.F.R.wav,77,non-word,1678126550248,1678126552853,2605,,false;exposure7,3,2,Filler_N.Perkum.M.L_W.Gardenia.F.R.wav,88,word,1678126553859,1678126556278,2419,,false;exposure7,4,5,Filler_N.Bikanian.M.L_W.Pineapple.F.R.wav,77,non-word,1678126557295,1678126558844,1549,,false;exposure7,5,3,Filler_N.Omperoge.F.L_W.Grammatical.M.R.wav,77,non-word,1678126559858,1678126561814,1956,,false;exposure7,6,0,Critical_As.Hallucinate.F.L_Ash.Pediatrician.M.R.wav,88,word,1678126562820,1678126570215,7395,,false;exposure7,7,4,Filler_W.Honeymoon.M.L_N.Almikquary.F.R.wav,77,non-word,1678126571235,1678126573009,1774,,false;",
