workerid,proliferate.condition,exposure1Resp,error
439,Condition.35_M_L_A_S_01_A_1_0,"exposure1,0,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,77,word,1678130848365,1678130852554,4189,,false;exposure1,1,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,77,word,1678130853575,1678130855057,1482,,false;exposure1,2,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,77,word,1678130856072,1678130857555,1483,,false;exposure1,3,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,88,non-word,1678130858568,1678130859992,1424,,false;exposure1,4,1,Critical_Sh.Impatient.M.L_S.Coliseum.F.R.wav,77,word,1678130860997,1678130862774,1777,,false;exposure1,5,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,88,non-word,1678130863790,1678130865512,1722,,false;exposure1,6,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,88,non-word,1678130866516,1678130868036,1520,,false;exposure1,7,0,Critical_As.Rehearsal.M.L_Ash.Vacation.F.R.wav,77,word,1678130869046,1678130870735,1689,,false;",
433,Condition.2_F_L_A_S_01_A_0_1,"exposure1,0,7,Filler_W.Wrinkle.M.L_N.Aigi.F.R.wav,77,non-word,1678126409592,1678126411054,1462,,false;exposure1,1,3,Filler_N.Kermimer.F.L_W.Lethal.M.R.wav,77,non-word,1678126412072,1678126413600,1528,,false;exposure1,2,2,Filler_N.Lenediaw.M.L_W.Keyboard.F.R.wav,88,word,1678126414616,1678126416963,2347,,false;exposure1,3,1,Critical_Sh.Impatient.F.L_S.Coliseum.M.R.wav,88,word,1678126417986,1678126420388,2402,,false;exposure1,4,5,Filler_N.Acomining.M.L_W.Wealthy.F.R.wav,88,word,1678126421401,1678126423356,1955,,false;exposure1,5,0,Critical_As.Rehearsal.F.L_Ash.Vacation.M.R.wav,88,word,1678126424365,1678126426746,2381,,false;exposure1,6,4,Filler_W.Liability.M.L_N.Imdalier.F.R.wav,77,non-word,1678126427769,1678126429619,1850,,false;exposure1,7,6,Filler_N.Admunker.F.L_W.Worldly.M.R.wav,77,non-word,1678126430627,1678126432068,1441,,false;",
