workerid,proliferate.condition,exposure5Resp,error
439,Condition.35_M_L_A_S_01_A_1_0,"exposure5,0,4,Filler_W.Embody.F.L_N.Rengime.M.R.wav,88,non-word,1678130941137,1678130943124,1987,,false;exposure5,1,0,Critical_As.Tennessee.M.L_Ash.Official.F.R.wav,77,word,1678130944129,1678130946138,2009,,false;exposure5,2,7,Filler_W.Panicking.F.L_N.Galliwinou.M.R.wav,88,non-word,1678130947154,1678130949156,2002,,false;exposure5,3,2,Filler_N.Rimkeluwar.F.L_W.Directory.M.R.wav,77,word,1678130950171,1678130951698,1527,,false;exposure5,4,3,Filler_N.Rawamtee.M.L_W.Document.F.R.wav,88,non-word,1678130952717,1678130954592,1875,,false;exposure5,5,6,Filler_N.Halken.M.L_W.Outnumber.F.R.wav,88,non-word,1678130955607,1678130957586,1979,,false;exposure5,6,5,Filler_N.Gardimuallay.F.L_W.Napkin.M.R.wav,77,word,1678130958600,1678130960570,1970,,false;exposure5,7,1,Critical_Sh.Commercial.M.L_S.Legacy.F.R.wav,77,word,1678130961582,1678130963851,2269,,false;",
433,Condition.2_F_L_A_S_01_A_0_1,"exposure5,0,4,Filler_W.Embody.M.L_N.Rengime.F.R.wav,77,non-word,1678126499689,1678126501323,1634,,false;exposure5,1,7,Filler_W.Panicking.M.L_N.Galliwinou.F.R.wav,77,non-word,1678126502338,1678126504172,1834,,false;exposure5,2,5,Filler_N.Gardimuallay.M.L_W.Napkin.F.R.wav,88,word,1678126505185,1678126507480,2295,,false;exposure5,3,0,Critical_As.Tennessee.F.L_Ash.Official.M.R.wav,88,word,1678126508504,1678126510340,1836,,false;exposure5,4,1,Critical_Sh.Commercial.F.L_S.Legacy.M.R.wav,88,word,1678126511352,1678126513715,2363,,false;exposure5,5,2,Filler_N.Rimkeluwar.M.L_W.Directory.F.R.wav,88,word,1678126514736,1678126516992,2256,,false;exposure5,6,3,Filler_N.Rawamtee.F.L_W.Document.M.R.wav,77,non-word,1678126518010,1678126519713,1703,,false;exposure5,7,6,Filler_N.Halken.F.L_W.Outnumber.M.R.wav,77,non-word,1678126520725,1678126522553,1828,,false;",
