workerid,proliferate.condition,exposure6Resp,error
439,Condition.35_M_L_A_S_01_A_1_0,"exposure6,0,5,Filler_N.Gairelom.F.L_W.Ornament.M.R.wav,77,word,1678130964869,1678130967720,2851,,false;exposure6,1,6,Filler_N.Ganla.M.L_W.Parakeet.F.R.wav,88,non-word,1678130968732,1678130970159,1427,,false;exposure6,2,4,Filler_W.Gullible.F.L_N.Pourilar.M.R.wav,88,non-word,1678130971166,1678130972601,1435,,false;exposure6,3,2,Filler_N.Rakil.F.L_W.Dynamite.M.R.wav,77,word,1678130973614,1678130975326,1712,,false;exposure6,4,3,Filler_N.Ploupelai.M.L_W.Eighty.F.R.wav,88,non-word,1678130976341,1678130977745,1404,,false;exposure6,5,0,Critical_As.Peninsula.M.L_Ash.Crucial.F.R.wav,77,word,1678130978758,1678130980348,1590,,false;exposure6,6,7,Filler_W.Pilgrim.F.L_N.Emhoutic.M.R.wav,77,word,1678130981351,1678130983096,1745,,false;exposure6,7,1,Critical_Sh.Parachute.M.L_S.Reconcile.F.R.wav,77,word,1678130984110,1678130985724,1614,,false;",
433,Condition.2_F_L_A_S_01_A_0_1,"exposure6,0,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,77,non-word,1678126523575,1678126525221,1646,,false;exposure6,1,0,Critical_As.Peninsula.F.L_Ash.Crucial.M.R.wav,88,word,1678126526227,1678126528014,1787,,false;exposure6,2,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,77,non-word,1678126529023,1678126530807,1784,,false;exposure6,3,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,88,word,1678126531822,1678126533586,1764,,false;exposure6,4,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,88,word,1678126534604,1678126535933,1329,,false;exposure6,5,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,77,non-word,1678126536938,1678126538612,1674,,false;exposure6,6,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,77,non-word,1678126539633,1678126541292,1659,,false;exposure6,7,1,Critical_Sh.Parachute.F.L_S.Reconcile.M.R.wav,88,word,1678126542318,1678126544014,1696,,false;",
