Phase,Item.Type,Block,Item.Number,Version,Attended.Talker,Attended.Talker_Materials,Attended.Talker_Sound,Attended.Talker_Gender,Attended.Talker_Ear,Unattended.Talker,Unattended.Talker_Materials,Unattended.Talker_Sound,Unattended.Talker_Gender,Unattended.Talker_Ear,Correct.Response,reps,feedback,filename
Exposure,Critical,1,1,Shifted,Ambition,Materials A,Sh,Male,Left,Parasite,Materials A,S,Female,Right,Word,1,FALSE,Critical_Ash.Ambition.M.L_As.Parasite.F.R.wav
Exposure,Critical,1,2,Shifted,Machinery,Materials A,Sh,Male,Left,Obscene,Materials A,S,Female,Right,Word,1,FALSE,Critical_Ash.Machinery.M.L_As.Obscene.F.R.wav
Exposure,Critical,1,3,Shifted,Brochure,Materials A,Sh,Male,Left,Medicine,Materials A,S,Female,Right,Word,1,FALSE,Critical_Ash.Brochure.M.L_As.Medicine.F.R.wav
Exposure,Critical,1,4,Shifted,Official,Materials A,Sh,Male,Left,Tennessee,Materials A,S,Female,Right,Word,1,FALSE,Critical_Ash.Official.M.L_As.Tennessee.F.R.wav
Exposure,Critical,1,5,Shifted,Crucial,Materials A,Sh,Male,Left,Peninsula,Materials A,S,Female,Right,Word,1,FALSE,Critical_Ash.Crucial.M.L_As.Peninsula.F.R.wav
Exposure,Critical,1,6,Shifted,Pediatrician,Materials A,Sh,Male,Left,Hallucinate,Materials A,S,Female,Right,Word,1,FALSE,Critical_Ash.Pediatrician.M.L_As.Hallucinate.F.R.wav
Exposure,Critical,1,7,Shifted,Flourishing,Materials A,Sh,Male,Left,Arkansas,Materials A,S,Female,Right,Word,1,FALSE,Critical_Ash.Flourishing.M.L_As.Arkansas.F.R.wav
Exposure,Critical,1,8,Shifted,Reassure,Materials A,Sh,Male,Left,Compensate,Materials A,S,Female,Right,Word,1,FALSE,Critical_Ash.Reassure.M.L_As.Compensate.F.R.wav
Exposure,Critical,1,9,Shifted,Graduation,Materials A,Sh,Male,Left,Dinosaur,Materials A,S,Female,Right,Word,1,FALSE,Critical_Ash.Graduation.M.L_As.Dinosaur.F.R.wav
Exposure,Critical,1,10,Shifted,Vacation,Materials A,Sh,Male,Left,Rehearsal,Materials A,S,Female,Right,Word,1,FALSE,Critical_Ash.Vacation.M.L_As.Rehearsal.F.R.wav
Exposure,Critical,1,11,Unshifted,Pregnancy,Materials B,S,Male,Left,Initial,Materials B,Sh,Female,Right,Word,1,FALSE,Critical_S.Pregnancy.M.L_Sh.Initial.F.R.wav
Exposure,Critical,1,12,Unshifted,Democracy,Materials B,S,Male,Left,Beneficial,Materials B,Sh,Female,Right,Word,1,FALSE,Critical_S.Democracy.M.L_Sh.Beneficial.F.R.wav
Exposure,Critical,1,13,Unshifted,Embassy,Materials B,S,Male,Left,Negotiate,Materials B,Sh,Female,Right,Word,1,FALSE,Critical_S.Embassy.M.L_Sh.Negotiate.F.R.wav
Exposure,Critical,1,14,Unshifted,Legacy,Materials B,S,Male,Left,Commercial,Materials B,Sh,Female,Right,Word,1,FALSE,Critical_S.Legacy.M.L_Sh.Commercial.F.R.wav
Exposure,Critical,1,15,Unshifted,Reconcile,Materials B,S,Male,Left,Parachute,Materials B,Sh,Female,Right,Word,1,FALSE,Critical_S.Reconcile.M.L_Sh.Parachute.F.R.wav
Exposure,Critical,1,16,Unshifted,Personal,Materials B,S,Male,Left,Efficient,Materials B,Sh,Female,Right,Word,1,FALSE,Critical_S.Personal.M.L_Sh.Efficient.F.R.wav
Exposure,Critical,1,17,Unshifted,Eraser,Materials B,S,Male,Left,Publisher,Materials B,Sh,Female,Right,Word,1,FALSE,Critical_S.Eraser.M.L_Sh.Publisher.F.R.wav
Exposure,Critical,1,18,Unshifted,Episode,Materials B,S,Male,Left,Glacier,Materials B,Sh,Female,Right,Word,1,FALSE,Critical_S.Episode.M.L_Sh.Glacier.F.R.wav
Exposure,Critical,1,19,Unshifted,Literacy,Materials B,S,Male,Left,Refreshing,Materials B,Sh,Female,Right,Word,1,FALSE,Critical_S.Literacy.M.L_Sh.Refreshing.F.R.wav
Exposure,Critical,1,20,Unshifted,Coliseum,Materials B,S,Male,Left,Impatient,Materials B,Sh,Female,Right,Word,1,FALSE,Critical_S.Coliseum.M.L_Sh.Impatient.F.R.wav
