workerid,proliferate.condition,exposure6Resp,error
379,Condition.5_F_L_A_S_01_B_0_0,"exposure6,0,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,77,non-word,1677090235460,1677090236763,1303,,false;exposure6,1,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,77,non-word,1677090237771,1677090239124,1353,,false;exposure6,2,0,Critical_As.Peninsula.F.L_Ash.Crucial.M.R.wav,77,non-word,1677090240135,1677090241542,1407,,false;exposure6,3,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,88,word,1677090242550,1677090243835,1285,,false;exposure6,4,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,77,non-word,1677090244846,1677090246178,1332,,false;exposure6,5,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,77,non-word,1677090247188,1677090248814,1626,,false;exposure6,6,1,Critical_Sh.Parachute.F.L_S.Reconcile.M.R.wav,88,word,1677090249830,1677090251476,1646,,false;exposure6,7,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,88,word,1677090252486,1677090253804,1318,,false;",
372,Condition.11_F_L_A_S_05_A_1_0,"exposure6,0,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,88,non-word,1676840900755,1676840902383,1628,,false;exposure6,1,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,77,word,1676840903395,1676840905112,1717,,false;exposure6,2,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,88,non-word,1676840906129,1676840908045,1916,,false;exposure6,3,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,88,non-word,1676840909058,1676840910850,1792,,false;exposure6,4,2,Filler_N.Wominid.M.L_W.America.F.R.wav,77,word,1676840911862,1676840913416,1554,,false;exposure6,5,1,Critical_Sh.Initial.F.L_S.Pregnancy.M.R.wav,77,word,1676840914442,1676840916644,2202,,false;exposure6,6,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,88,non-word,1676840917656,1676840919341,1685,,false;exposure6,7,0,Critical_As.Parasite.F.L_Ash.Ambition.M.R.wav,77,word,1676840920358,1676840921912,1554,,false;",
387,Condition.47_M_L_A_S_05_B_1_0,"exposure6,0,0,Critical_As.Parasite.M.L_Ash.Ambition.F.R.wav,77,word,1677165264044,1677165265919,1875,,false;exposure6,1,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,88,non-word,1677165266925,1677165268402,1477,,false;exposure6,2,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,88,non-word,1677165269405,1677165270962,1557,,false;exposure6,3,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,88,non-word,1677165271973,1677165275437,3464,,false;exposure6,4,2,Filler_N.Wominid.F.L_W.America.M.R.wav,77,word,1677165276447,1677165277939,1492,,false;exposure6,5,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,77,word,1677165278950,1677165280476,1526,,false;exposure6,6,1,Critical_Sh.Initial.M.L_S.Pregnancy.F.R.wav,88,non-word,1677165281486,1677165283104,1618,,false;exposure6,7,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,88,non-word,1677165284110,1677165285931,1821,,false;",
382,Condition.45_M_L_A_S_05_B_0_0,"exposure6,0,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,77,non-word,1677140469352,1677140471253,1901,,false;exposure6,1,2,Filler_N.Wominid.F.L_W.America.M.R.wav,88,word,1677140472256,1677140473803,1547,,false;exposure6,2,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,77,non-word,1677140474810,1677140476473,1663,,false;exposure6,3,1,Critical_Sh.Initial.M.L_S.Pregnancy.F.R.wav,88,word,1677140477482,1677140480013,2531,,false;exposure6,4,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,88,word,1677140481020,1677140482803,1783,,false;exposure6,5,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,77,non-word,1677140483812,1677140485788,1976,,false;exposure6,6,0,Critical_As.Parasite.M.L_Ash.Ambition.F.R.wav,88,word,1677140486797,1677140488893,2096,,false;exposure6,7,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,77,non-word,1677140489900,1677140492493,2593,,false;",
