workerid,proliferate.condition,exposure10Resp,error
379,Condition.5_F_L_A_S_01_B_0_0,"exposure10,0,6,Filler_N.Lilgrai.F.L_W.Umbrella.M.R.wav,77,non-word,1677090317585,1677090318917,1332,,false;exposure10,1,0,Critical_As.Dinosaur.F.L_Ash.Graduation.M.R.wav,77,non-word,1677090319932,1677090322228,2296,,false;exposure10,2,4,Filler_W.Laminate.M.L_N.Kaldemia.F.R.wav,77,non-word,1677090323244,1677090324501,1257,,false;exposure10,3,3,Filler_N.Meidnow.F.L_W.Knowingly.M.R.wav,77,non-word,1677090325511,1677090326987,1476,,false;exposure10,4,7,Filler_W.Undermine.M.L_N.Alnadiro.F.R.wav,77,non-word,1677090327994,1677090329446,1452,,false;exposure10,5,2,Filler_N.Logelai.M.L_W.Inhabit.F.R.wav,88,word,1677090330459,1677090331742,1283,,false;exposure10,6,1,Critical_Sh.Refreshing.F.L_S.Literacy.M.R.wav,88,word,1677090332754,1677090334169,1415,,false;exposure10,7,5,Filler_N.Ailounam.M.L_W.Tutorial.F.R.wav,88,word,1677090335179,1677090336829,1650,,false;",
372,Condition.11_F_L_A_S_05_A_1_0,"exposure10,0,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,88,non-word,1676840994046,1676840995875,1829,,false;exposure10,1,1,Critical_Sh.Parachute.F.L_S.Reconcile.M.R.wav,77,word,1676840996894,1676840998778,1884,,false;exposure10,2,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,77,word,1676840999797,1676841001481,1684,,false;exposure10,3,0,Critical_As.Peninsula.F.L_Ash.Crucial.M.R.wav,77,word,1676841002493,1676841004255,1762,,false;exposure10,4,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,88,non-word,1676841005267,1676841006896,1629,,false;exposure10,5,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,77,word,1676841007901,1676841009650,1749,,false;exposure10,6,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,88,non-word,1676841010672,1676841012493,1821,,false;exposure10,7,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,88,non-word,1676841013507,1676841015227,1720,,false;",
387,Condition.47_M_L_A_S_05_B_1_0,"exposure10,0,1,Critical_Sh.Parachute.M.L_S.Reconcile.F.R.wav,77,word,1677165356959,1677165358910,1951,,false;exposure10,1,2,Filler_N.Rakil.F.L_W.Dynamite.M.R.wav,77,word,1677165359919,1677165361626,1707,,false;exposure10,2,5,Filler_N.Gairelom.F.L_W.Ornament.M.R.wav,77,word,1677165362633,1677165364202,1569,,false;exposure10,3,6,Filler_N.Ganla.M.L_W.Parakeet.F.R.wav,88,non-word,1677165365208,1677165366889,1681,,false;exposure10,4,4,Filler_W.Gullible.F.L_N.Pourilar.M.R.wav,88,non-word,1677165367897,1677165370102,2205,,false;exposure10,5,3,Filler_N.Ploupelai.M.L_W.Eighty.F.R.wav,88,non-word,1677165371114,1677165372887,1773,,false;exposure10,6,0,Critical_As.Peninsula.M.L_Ash.Crucial.F.R.wav,77,word,1677165373896,1677165375837,1941,,false;exposure10,7,7,Filler_W.Pilgrim.F.L_N.Emhoutic.M.R.wav,88,non-word,1677165376841,1677165378684,1843,,false;",
382,Condition.45_M_L_A_S_05_B_0_0,"exposure10,0,5,Filler_N.Gairelom.F.L_W.Ornament.M.R.wav,88,word,1677140562372,1677140563998,1626,,false;exposure10,1,6,Filler_N.Ganla.M.L_W.Parakeet.F.R.wav,77,non-word,1677140565012,1677140566908,1896,,false;exposure10,2,7,Filler_W.Pilgrim.F.L_N.Emhoutic.M.R.wav,77,non-word,1677140567913,1677140569428,1515,,false;exposure10,3,3,Filler_N.Ploupelai.M.L_W.Eighty.F.R.wav,77,non-word,1677140570436,1677140572113,1677,,false;exposure10,4,4,Filler_W.Gullible.F.L_N.Pourilar.M.R.wav,77,non-word,1677140573123,1677140577542,4419,,false;exposure10,5,1,Critical_Sh.Parachute.M.L_S.Reconcile.F.R.wav,88,word,1677140578553,1677140579913,1360,,false;exposure10,6,0,Critical_As.Peninsula.M.L_Ash.Crucial.F.R.wav,88,word,1677140580920,1677140582583,1663,,false;exposure10,7,2,Filler_N.Rakil.F.L_W.Dynamite.M.R.wav,88,word,1677140583596,1677140584848,1252,,false;",
