workerid,proliferate.condition,exposure2Resp,error
379,Condition.5_F_L_A_S_01_B_0_0,"exposure2,0,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,88,word,1677090152826,1677090154441,1615,,false;exposure2,1,2,Filler_N.Wominid.M.L_W.America.F.R.wav,88,word,1677090155447,1677090156871,1424,,false;exposure2,2,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,77,non-word,1677090157881,1677090159412,1531,,false;exposure2,3,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,77,non-word,1677090160425,1677090161876,1451,,false;exposure2,4,1,Critical_Sh.Initial.F.L_S.Pregnancy.M.R.wav,88,word,1677090162889,1677090164112,1223,,false;exposure2,5,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,77,non-word,1677090165121,1677090166596,1475,,false;exposure2,6,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,77,non-word,1677090167607,1677090169143,1536,,false;exposure2,7,0,Critical_As.Parasite.F.L_Ash.Ambition.M.R.wav,88,word,1677090170153,1677090171701,1548,,false;",
372,Condition.11_F_L_A_S_05_A_1_0,"exposure2,0,4,Filler_W.Illuminate.M.L_N.Niritaly.F.R.wav,88,non-word,1676840810487,1676840812162,1675,,false;exposure2,1,7,Filler_W.Terminal.M.L_N.Bowidai.F.R.wav,88,non-word,1676840813174,1676840814607,1433,,false;exposure2,2,5,Filler_N.Baliber.M.L_W.Purgatory.F.R.wav,77,word,1676840815621,1676840817406,1785,,false;exposure2,3,3,Filler_N.Nempring.F.L_W.Identical.M.R.wav,88,non-word,1676840818415,1676840819960,1545,,false;exposure2,4,2,Filler_N.Nomerae.M.L_W.Hamburger.F.R.wav,77,word,1676840820977,1676840822733,1756,,false;exposure2,5,6,Filler_N.Bamtell.F.L_W.Tactical.M.R.wav,88,non-word,1676840823753,1676840825161,1408,,false;exposure2,6,1,Critical_Sh.Publisher.F.L_S.Eraser.M.R.wav,77,word,1676840826184,1676840827843,1659,,false;exposure2,7,0,Critical_As.Arkansas.F.L_Ash.Flourishing.M.R.wav,77,word,1676840828858,1676840830409,1551,,false;",
387,Condition.47_M_L_A_S_05_B_1_0,"exposure2,0,7,Filler_W.Terminal.F.L_N.Bowidai.M.R.wav,88,non-word,1677165164301,1677165166034,1733,,false;exposure2,1,0,Critical_As.Arkansas.M.L_Ash.Flourishing.F.R.wav,77,word,1677165167044,1677165168571,1527,,false;exposure2,2,3,Filler_N.Nempring.M.L_W.Identical.F.R.wav,88,non-word,1677165169529,1677165171137,1608,,false;exposure2,3,4,Filler_W.Illuminate.F.L_N.Niritaly.M.R.wav,88,non-word,1677165172145,1677165173952,1807,,false;exposure2,4,1,Critical_Sh.Publisher.M.L_S.Eraser.F.R.wav,77,word,1677165174963,1677165182265,7302,,false;exposure2,5,2,Filler_N.Nomerae.F.L_W.Hamburger.M.R.wav,77,word,1677165183274,1677165185315,2041,,false;exposure2,6,5,Filler_N.Baliber.F.L_W.Purgatory.M.R.wav,77,word,1677165186323,1677165187986,1663,,false;exposure2,7,6,Filler_N.Bamtell.M.L_W.Tactical.F.R.wav,88,non-word,1677165188995,1677165190515,1520,,false;",
382,Condition.45_M_L_A_S_05_B_0_0,"exposure2,0,2,Filler_N.Nomerae.F.L_W.Hamburger.M.R.wav,88,word,1677140370595,1677140372613,2018,,false;exposure2,1,5,Filler_N.Baliber.F.L_W.Purgatory.M.R.wav,88,word,1677140373621,1677140375674,2053,,false;exposure2,2,3,Filler_N.Nempring.M.L_W.Identical.F.R.wav,77,non-word,1677140376684,1677140378704,2020,,false;exposure2,3,6,Filler_N.Bamtell.M.L_W.Tactical.F.R.wav,77,non-word,1677140379714,1677140382544,2830,,false;exposure2,4,0,Critical_As.Arkansas.M.L_Ash.Flourishing.F.R.wav,88,word,1677140383557,1677140386203,2646,,false;exposure2,5,7,Filler_W.Terminal.F.L_N.Bowidai.M.R.wav,77,non-word,1677140387212,1677140389144,1932,,false;exposure2,6,4,Filler_W.Illuminate.F.L_N.Niritaly.M.R.wav,77,non-word,1677140390155,1677140393673,3518,,false;exposure2,7,1,Critical_Sh.Publisher.M.L_S.Eraser.F.R.wav,88,word,1677140394682,1677140396853,2171,,false;",
