workerid,proliferate.condition,exposure1Resp,error
410,Condition.34_M_L_A_S_01_A_0_1,"exposure1,0,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,77,non-word,1677623006593,1677623009175,2582,,false;exposure1,1,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,88,word,1677623010186,1677623011542,1356,,false;exposure1,2,1,Critical_Sh.Impatient.M.L_S.Coliseum.F.R.wav,88,word,1677623012563,1677623014107,1544,,false;exposure1,3,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,77,non-word,1677623015113,1677623017242,2129,,false;exposure1,4,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,77,non-word,1677623018260,1677623020437,2177,,false;exposure1,5,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,88,word,1677623021449,1677623023032,1583,,false;exposure1,6,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,77,non-word,1677623024041,1677623026039,1998,,false;exposure1,7,0,Critical_As.Rehearsal.M.L_Ash.Vacation.F.R.wav,88,word,1677623027053,1677623028753,1700,,false;",
394,Condition.56_M_L_A_Sh_01_B_1_1,"exposure1,0,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,77,word,1677457082936,1677457086098,3162,,false;exposure1,1,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,88,non-word,1677457087115,1677457088840,1725,,false;exposure1,2,0,Critical_Ash.Vacation.M.L_As.Rehearsal.F.R.wav,77,word,1677457089853,1677457092230,2377,,false;exposure1,3,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,88,non-word,1677457093246,1677457095187,1941,,false;exposure1,4,1,Critical_S.Coliseum.M.L_Sh.Impatient.F.R.wav,77,word,1677457096201,1677457097934,1733,,false;exposure1,5,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,88,non-word,1677457098942,1677457100573,1631,,false;exposure1,6,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,77,word,1677457101582,1677457103064,1482,,false;exposure1,7,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,77,word,1677457104082,1677457105775,1693,,false;",
391,Condition.62_M_L_A_Sh_05_B_0_1,"exposure1,0,3,Filler_N.Omperoge.M.L_W.Grammatical.F.R.wav,77,non-word,1677435501910,1677435504359,2449,,false;exposure1,1,7,Filler_W.Predict.F.L_N.Dilkuaund.M.R.wav,77,non-word,1677435505372,1677435507005,1633,,false;exposure1,2,2,Filler_N.Perkum.F.L_W.Gardenia.M.R.wav,77,non-word,1677435508013,1677435509690,1677,,false;exposure1,3,0,Critical_Ash.Pediatrician.M.L_As.Hallucinate.F.R.wav,88,word,1677435510707,1677435512384,1677,,false;exposure1,4,5,Filler_N.Bikanian.F.L_W.Pineapple.M.R.wav,88,word,1677435513394,1677435515668,2274,,false;exposure1,5,1,Critical_S.Personal.M.L_Sh.Efficient.F.R.wav,88,word,1677435516684,1677435518719,2035,,false;exposure1,6,6,Filler_N.Dadigal.M.L_W.Platonic.F.R.wav,77,non-word,1677435519733,1677435521964,2231,,false;exposure1,7,4,Filler_W.Honeymoon.F.L_N.Almikquary.M.R.wav,77,non-word,1677435522980,1677435524877,1897,,false;",
411,Condition.28_F_L_A_Sh_05_A_1_1,"exposure1,0,6,Filler_N.Dadigal.F.L_W.Platonic.M.R.wav,88,non-word,1677622997688,1677623001929,4241,,false;exposure1,1,7,Filler_W.Predict.M.L_N.Dilkuaund.F.R.wav,88,non-word,1677623002941,1677623005352,2411,,false;exposure1,2,2,Filler_N.Perkum.M.L_W.Gardenia.F.R.wav,77,word,1677623006365,1677623008091,1726,,false;exposure1,3,1,Critical_S.Personal.F.L_Sh.Efficient.M.R.wav,77,word,1677623009095,1677623010844,1749,,false;exposure1,4,4,Filler_W.Honeymoon.M.L_N.Almikquary.F.R.wav,88,non-word,1677623011857,1677623013653,1796,,false;exposure1,5,3,Filler_N.Omperoge.F.L_W.Grammatical.M.R.wav,88,non-word,1677623014670,1677623016714,2044,,false;exposure1,6,0,Critical_Ash.Pediatrician.F.L_As.Hallucinate.M.R.wav,77,word,1677623017721,1677623019787,2066,,false;exposure1,7,5,Filler_N.Bikanian.M.L_W.Pineapple.F.R.wav,77,word,1677623020792,1677623022436,1644,,false;",
