workerid,proliferate.condition,exposure4Resp,error
408,Condition.23_F_L_A_Sh_01_B_1_0,"exposure4,0,1,Critical_S.Embassy.F.L_Sh.Negotiate.M.R.wav,77,word,1677793661186,1677793663180,1994,,false;exposure4,1,4,Filler_W.Domineering.M.L_N.Tamical.F.R.wav,88,non-word,1677793664187,1677793666224,2037,,false;exposure4,2,2,Filler_N.Tilegkalo.M.L_W.Camera.F.R.wav,88,non-word,1677793667237,1677793669090,1853,,false;exposure4,3,7,Filler_W.Nightmare.M.L_N.Gerbualo.F.R.wav,88,non-word,1677793670099,1677793672129,2030,,false;exposure4,4,5,Filler_N.Hintarber.M.L_W.Melancholy.F.R.wav,77,word,1677793673141,1677793675081,1940,,false;exposure4,5,3,Filler_N.Ryligal.F.L_W.Continually.M.R.wav,88,non-word,1677793676085,1677793678182,2097,,false;exposure4,6,0,Critical_Ash.Brochure.F.L_As.Medicine.M.R.wav,77,word,1677793679188,1677793681040,1852,,false;exposure4,7,6,Filler_N.Ibirak.F.L_W.Negate.M.R.wav,88,non-word,1677793682054,1677793684597,2543,,false;",
420,Condition.12_F_L_A_S_05_A_1_1,"exposure4,0,7,Filler_W.Undermine.M.L_N.Alnadiro.F.R.wav,88,non-word,1677794428203,1677794429932,1729,,false;exposure4,1,4,Filler_W.Laminate.M.L_N.Kaldemia.F.R.wav,88,non-word,1677794430942,1677794432658,1716,,false;exposure4,2,2,Filler_N.Logelai.M.L_W.Inhabit.F.R.wav,77,word,1677794433672,1677794435109,1437,,false;exposure4,3,3,Filler_N.Meidnow.F.L_W.Knowingly.M.R.wav,88,non-word,1677794436126,1677794438316,2190,,false;exposure4,4,1,Critical_Sh.Refreshing.F.L_S.Literacy.M.R.wav,77,word,1677794439324,1677794441047,1723,,false;exposure4,5,0,Critical_As.Dinosaur.F.L_Ash.Graduation.M.R.wav,77,word,1677794442062,1677794443940,1878,,false;exposure4,6,5,Filler_N.Ailounam.M.L_W.Tutorial.F.R.wav,77,word,1677794444952,1677794447466,2514,,false;exposure4,7,6,Filler_N.Lilgrai.F.L_W.Umbrella.M.R.wav,88,non-word,1677794448484,1677794450220,1736,,false;",
405,Condition.41_M_L_A_S_05_A_0_0,"exposure4,0,3,Filler_N.Meidnow.M.L_W.Knowingly.F.R.wav,77,non-word,1677793000393,1677793003421,3028,,false;exposure4,1,6,Filler_N.Lilgrai.M.L_W.Umbrella.F.R.wav,77,non-word,1677793004436,1677793006177,1741,,false;exposure4,2,0,Critical_As.Dinosaur.M.L_Ash.Graduation.F.R.wav,88,word,1677793007189,1677793008933,1744,,false;exposure4,3,4,Filler_W.Laminate.F.L_N.Kaldemia.M.R.wav,77,non-word,1677793009946,1677793014382,4436,,false;exposure4,4,5,Filler_N.Ailounam.F.L_W.Tutorial.M.R.wav,88,word,1677793015388,1677793017088,1700,,false;exposure4,5,7,Filler_W.Undermine.F.L_N.Alnadiro.M.R.wav,77,non-word,1677793018090,1677793019809,1719,,false;exposure4,6,1,Critical_Sh.Refreshing.M.L_S.Literacy.F.R.wav,88,word,1677793020813,1677793023082,2269,,false;exposure4,7,2,Filler_N.Logelai.F.L_W.Inhabit.M.R.wav,88,word,1677793024095,1677793025653,1558,,false;",
430,Condition.43_M_L_A_S_05_A_1_0,"exposure4,0,7,Filler_W.Undermine.F.L_N.Alnadiro.M.R.wav,88,non-word,1677795751498,1677795753291,1793,,false;exposure4,1,4,Filler_W.Laminate.F.L_N.Kaldemia.M.R.wav,88,non-word,1677795754301,1677795756048,1747,,false;exposure4,2,0,Critical_As.Dinosaur.M.L_Ash.Graduation.F.R.wav,77,word,1677795757053,1677795758877,1824,,false;exposure4,3,2,Filler_N.Logelai.F.L_W.Inhabit.M.R.wav,77,word,1677795759885,1677795761784,1899,,false;exposure4,4,5,Filler_N.Ailounam.F.L_W.Tutorial.M.R.wav,77,word,1677795762789,1677795764597,1808,,false;exposure4,5,1,Critical_Sh.Refreshing.M.L_S.Literacy.F.R.wav,77,word,1677795765605,1677795767509,1904,,false;exposure4,6,3,Filler_N.Meidnow.M.L_W.Knowingly.F.R.wav,88,non-word,1677795768516,1677795770434,1918,,false;exposure4,7,6,Filler_N.Lilgrai.M.L_W.Umbrella.F.R.wav,88,non-word,1677795771449,1677795773360,1911,,false;",
419,Condition.24_F_L_A_Sh_01_B_1_1,"exposure4,0,3,Filler_N.Ryligal.F.L_W.Continually.M.R.wav,88,non-word,1677794454313,1677794456940,2627,,false;exposure4,1,6,Filler_N.Ibirak.F.L_W.Negate.M.R.wav,88,non-word,1677794457954,1677794460556,2602,,false;exposure4,2,7,Filler_W.Nightmare.M.L_N.Gerbualo.F.R.wav,88,non-word,1677794461567,1677794463786,2219,,false;exposure4,3,2,Filler_N.Tilegkalo.M.L_W.Camera.F.R.wav,77,word,1677794464794,1677794467276,2482,,false;exposure4,4,1,Critical_S.Embassy.F.L_Sh.Negotiate.M.R.wav,77,word,1677794468291,1677794472309,4018,,false;exposure4,5,5,Filler_N.Hintarber.M.L_W.Melancholy.F.R.wav,77,word,1677794473322,1677794475603,2281,,false;exposure4,6,0,Critical_Ash.Brochure.F.L_As.Medicine.M.R.wav,77,word,1677794476618,1677794478596,1978,,false;exposure4,7,4,Filler_W.Domineering.M.L_N.Tamical.F.R.wav,88,non-word,1677794479609,1677794481780,2171,,false;",
421,Condition.44_M_L_A_S_05_A_1_1,"exposure4,0,0,Critical_As.Dinosaur.M.L_Ash.Graduation.F.R.wav,77,word,1677794654394,1677794656072,1678,,false;exposure4,1,5,Filler_N.Ailounam.F.L_W.Tutorial.M.R.wav,77,word,1677794657076,1677794658811,1735,,false;exposure4,2,6,Filler_N.Lilgrai.M.L_W.Umbrella.F.R.wav,88,non-word,1677794659813,1677794661581,1768,,false;exposure4,3,7,Filler_W.Undermine.F.L_N.Alnadiro.M.R.wav,88,non-word,1677794662585,1677794664500,1915,,false;exposure4,4,1,Critical_Sh.Refreshing.M.L_S.Literacy.F.R.wav,77,word,1677794665502,1677794667054,1552,,false;exposure4,5,3,Filler_N.Meidnow.M.L_W.Knowingly.F.R.wav,88,non-word,1677794668055,1677794669853,1798,,false;exposure4,6,2,Filler_N.Logelai.F.L_W.Inhabit.M.R.wav,77,word,1677794670856,1677794672471,1615,,false;exposure4,7,4,Filler_W.Laminate.F.L_N.Kaldemia.M.R.wav,88,non-word,1677794673472,1677794676090,2618,,false;",
431,Condition.32_F_L_A_Sh_05_B_1_1,"exposure4,0,7,Filler_W.Undermine.M.L_N.Alnadiro.F.R.wav,88,non-word,1677795721031,1677795722956,1925,,false;exposure4,1,3,Filler_N.Meidnow.F.L_W.Knowingly.M.R.wav,88,non-word,1677795723973,1677795725947,1974,,false;exposure4,2,1,Critical_S.Literacy.F.L_Sh.Refreshing.M.R.wav,77,word,1677795726957,1677795728855,1898,,false;exposure4,3,4,Filler_W.Laminate.M.L_N.Kaldemia.F.R.wav,88,non-word,1677795729858,1677795731632,1774,,false;exposure4,4,2,Filler_N.Logelai.M.L_W.Inhabit.F.R.wav,77,word,1677795732636,1677795734663,2027,,false;exposure4,5,6,Filler_N.Lilgrai.F.L_W.Umbrella.M.R.wav,88,non-word,1677795735678,1677795737546,1868,,false;exposure4,6,5,Filler_N.Ailounam.M.L_W.Tutorial.F.R.wav,77,word,1677795738554,1677795740477,1923,,false;exposure4,7,0,Critical_Ash.Graduation.F.L_As.Dinosaur.M.R.wav,77,word,1677795741482,1677795743407,1925,,false;",
423,Condition.30_F_L_A_Sh_05_B_0_1,"exposure4,0,7,Filler_W.Undermine.M.L_N.Alnadiro.F.R.wav,77,non-word,1677794800950,1677794802660,1710,,false;exposure4,1,2,Filler_N.Logelai.M.L_W.Inhabit.F.R.wav,88,word,1677794803676,1677794805559,1883,,false;exposure4,2,6,Filler_N.Lilgrai.F.L_W.Umbrella.M.R.wav,77,non-word,1677794806565,1677794808121,1556,,false;exposure4,3,3,Filler_N.Meidnow.F.L_W.Knowingly.M.R.wav,77,non-word,1677794809137,1677794810788,1651,,false;exposure4,4,0,Critical_Ash.Graduation.F.L_As.Dinosaur.M.R.wav,88,word,1677794811792,1677794813720,1928,,false;exposure4,5,5,Filler_N.Ailounam.M.L_W.Tutorial.F.R.wav,88,word,1677794814722,1677794816185,1463,,false;exposure4,6,1,Critical_S.Literacy.F.L_Sh.Refreshing.M.R.wav,88,word,1677794817199,1677794818617,1418,,false;exposure4,7,4,Filler_W.Laminate.M.L_N.Kaldemia.F.R.wav,77,non-word,1677794819622,1677794821300,1678,,false;",
415,Condition.5_F_L_A_S_01_B_0_0,"exposure4,0,2,Filler_N.Tilegkalo.M.L_W.Camera.F.R.wav,77,non-word,1677794424384,1677794426164,1780,,false;exposure4,1,0,Critical_As.Medicine.F.L_Ash.Brochure.M.R.wav,88,word,1677794427174,1677794428674,1500,,false;exposure4,2,7,Filler_W.Nightmare.M.L_N.Gerbualo.F.R.wav,77,non-word,1677794429679,1677794431354,1675,,false;exposure4,3,4,Filler_W.Domineering.M.L_N.Tamical.F.R.wav,77,non-word,1677794432363,1677794433959,1596,,false;exposure4,4,5,Filler_N.Hintarber.M.L_W.Melancholy.F.R.wav,88,word,1677794434963,1677794436704,1741,,false;exposure4,5,1,Critical_Sh.Negotiate.F.L_S.Embassy.M.R.wav,88,word,1677794437718,1677794439248,1530,,false;exposure4,6,6,Filler_N.Ibirak.F.L_W.Negate.M.R.wav,77,non-word,1677794440260,1677794441827,1567,,false;exposure4,7,3,Filler_N.Ryligal.F.L_W.Continually.M.R.wav,77,non-word,1677794442842,1677794444656,1814,,false;",
414,Condition.48_M_L_A_S_05_B_1_1,"exposure4,0,4,Filler_W.Laminate.F.L_N.Kaldemia.M.R.wav,88,non-word,1677794441003,1677794443283,2280,,false;exposure4,1,3,Filler_N.Meidnow.M.L_W.Knowingly.F.R.wav,88,non-word,1677794444293,1677794446500,2207,,false;exposure4,2,0,Critical_As.Dinosaur.M.L_Ash.Graduation.F.R.wav,77,word,1677794447511,1677794449689,2178,,false;exposure4,3,6,Filler_N.Lilgrai.M.L_W.Umbrella.F.R.wav,88,non-word,1677794450702,1677794452825,2123,,false;exposure4,4,7,Filler_W.Undermine.F.L_N.Alnadiro.M.R.wav,88,non-word,1677794453835,1677794456263,2428,,false;exposure4,5,5,Filler_N.Ailounam.F.L_W.Tutorial.M.R.wav,77,word,1677794457276,1677794459519,2243,,false;exposure4,6,2,Filler_N.Logelai.F.L_W.Inhabit.M.R.wav,77,word,1677794460535,1677794462658,2123,,false;exposure4,7,1,Critical_Sh.Refreshing.M.L_S.Literacy.F.R.wav,77,word,1677794463667,1677794465663,1996,,false;",
