workerid,proliferate.condition,exposure2Resp,error
408,Condition.23_F_L_A_Sh_01_B_1_0,"exposure2,0,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,77,word,1677793609074,1677793611036,1962,,false;exposure2,1,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,88,non-word,1677793612042,1677793613989,1947,,false;exposure2,2,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,88,non-word,1677793614996,1677793617340,2344,,false;exposure2,3,2,Filler_N.Wominid.M.L_W.America.F.R.wav,77,word,1677793618347,1677793620233,1886,,false;exposure2,4,0,Critical_Ash.Ambition.F.L_As.Parasite.M.R.wav,77,word,1677793621237,1677793623853,2616,,false;exposure2,5,1,Critical_S.Pregnancy.F.L_Sh.Initial.M.R.wav,77,word,1677793624859,1677793627269,2410,,false;exposure2,6,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,88,non-word,1677793628277,1677793630689,2412,,false;exposure2,7,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,88,non-word,1677793631699,1677793633679,1980,,false;",
420,Condition.12_F_L_A_S_05_A_1_1,"exposure2,0,3,Filler_N.Nempring.F.L_W.Identical.M.R.wav,88,non-word,1677794378454,1677794380289,1835,,false;exposure2,1,0,Critical_As.Arkansas.F.L_Ash.Flourishing.M.R.wav,77,word,1677794381293,1677794383065,1772,,false;exposure2,2,5,Filler_N.Baliber.M.L_W.Purgatory.F.R.wav,77,word,1677794384083,1677794385799,1716,,false;exposure2,3,7,Filler_W.Terminal.M.L_N.Bowidai.F.R.wav,88,non-word,1677794386803,1677794388674,1871,,false;exposure2,4,4,Filler_W.Illuminate.M.L_N.Niritaly.F.R.wav,88,non-word,1677794389683,1677794391540,1857,,false;exposure2,5,1,Critical_Sh.Publisher.F.L_S.Eraser.M.R.wav,77,word,1677794392563,1677794394171,1608,,false;exposure2,6,6,Filler_N.Bamtell.F.L_W.Tactical.M.R.wav,88,non-word,1677794395194,1677794397090,1896,,false;exposure2,7,2,Filler_N.Nomerae.M.L_W.Hamburger.F.R.wav,77,word,1677794398103,1677794399640,1537,,false;",
405,Condition.41_M_L_A_S_05_A_0_0,"exposure2,0,4,Filler_W.Illuminate.F.L_N.Niritaly.M.R.wav,77,non-word,1677792942675,1677792945813,3138,,false;exposure2,1,6,Filler_N.Bamtell.M.L_W.Tactical.F.R.wav,88,word,1677792946818,1677792948770,1952,,false;exposure2,2,5,Filler_N.Baliber.F.L_W.Purgatory.M.R.wav,88,word,1677792949777,1677792951872,2095,,false;exposure2,3,3,Filler_N.Nempring.M.L_W.Identical.F.R.wav,77,non-word,1677792952881,1677792957361,4480,,false;exposure2,4,1,Critical_Sh.Publisher.M.L_S.Eraser.F.R.wav,88,word,1677792958377,1677792960077,1700,,false;exposure2,5,7,Filler_W.Terminal.F.L_N.Bowidai.M.R.wav,77,non-word,1677792961084,1677792967850,6766,,false;exposure2,6,2,Filler_N.Nomerae.F.L_W.Hamburger.M.R.wav,88,word,1677792968854,1677792970497,1643,,false;exposure2,7,0,Critical_As.Arkansas.M.L_Ash.Flourishing.F.R.wav,88,word,1677792971508,1677792973464,1956,,false;",
430,Condition.43_M_L_A_S_05_A_1_0,"exposure2,0,3,Filler_N.Nempring.M.L_W.Identical.F.R.wav,88,non-word,1677795703637,1677795706351,2714,,false;exposure2,1,7,Filler_W.Terminal.F.L_N.Bowidai.M.R.wav,88,non-word,1677795707357,1677795710079,2722,,false;exposure2,2,6,Filler_N.Bamtell.M.L_W.Tactical.F.R.wav,88,non-word,1677795711086,1677795713144,2058,,false;exposure2,3,2,Filler_N.Nomerae.F.L_W.Hamburger.M.R.wav,77,word,1677795714149,1677795715866,1717,,false;exposure2,4,0,Critical_As.Arkansas.M.L_Ash.Flourishing.F.R.wav,77,word,1677795716878,1677795718678,1800,,false;exposure2,5,1,Critical_Sh.Publisher.M.L_S.Eraser.F.R.wav,77,word,1677795719686,1677795721448,1762,,false;exposure2,6,4,Filler_W.Illuminate.F.L_N.Niritaly.M.R.wav,88,non-word,1677795722453,1677795724379,1926,,false;exposure2,7,5,Filler_N.Baliber.F.L_W.Purgatory.M.R.wav,77,word,1677795725389,1677795727134,1745,,false;",
419,Condition.24_F_L_A_Sh_01_B_1_1,"exposure2,0,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,88,non-word,1677794394649,1677794398019,3370,,false;exposure2,1,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,88,non-word,1677794399033,1677794402511,3478,,false;exposure2,2,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,88,non-word,1677794403523,1677794406422,2899,,false;exposure2,3,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,88,non-word,1677794407431,1677794410847,3416,,false;exposure2,4,0,Critical_Ash.Ambition.F.L_As.Parasite.M.R.wav,77,word,1677794411856,1677794414011,2155,,false;exposure2,5,2,Filler_N.Wominid.M.L_W.America.F.R.wav,77,word,1677794415027,1677794417239,2212,,false;exposure2,6,1,Critical_S.Pregnancy.F.L_Sh.Initial.M.R.wav,77,word,1677794418250,1677794420396,2146,,false;exposure2,7,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,77,word,1677794421409,1677794423722,2313,,false;",
421,Condition.44_M_L_A_S_05_A_1_1,"exposure2,0,7,Filler_W.Terminal.F.L_N.Bowidai.M.R.wav,88,non-word,1677794604769,1677794606740,1971,,false;exposure2,1,5,Filler_N.Baliber.F.L_W.Purgatory.M.R.wav,77,word,1677794607742,1677794609822,2080,,false;exposure2,2,4,Filler_W.Illuminate.F.L_N.Niritaly.M.R.wav,88,non-word,1677794610824,1677794612570,1746,,false;exposure2,3,6,Filler_N.Bamtell.M.L_W.Tactical.F.R.wav,88,non-word,1677794613573,1677794615386,1813,,false;exposure2,4,2,Filler_N.Nomerae.F.L_W.Hamburger.M.R.wav,77,word,1677794616389,1677794617978,1589,,false;exposure2,5,1,Critical_Sh.Publisher.M.L_S.Eraser.F.R.wav,88,non-word,1677794618979,1677794621635,2656,,false;exposure2,6,3,Filler_N.Nempring.M.L_W.Identical.F.R.wav,88,non-word,1677794622638,1677794625894,3256,,false;exposure2,7,0,Critical_As.Arkansas.M.L_Ash.Flourishing.F.R.wav,77,word,1677794626898,1677794628617,1719,,false;",
431,Condition.32_F_L_A_Sh_05_B_1_1,"exposure2,0,3,Filler_N.Nempring.F.L_W.Identical.M.R.wav,88,non-word,1677795664192,1677795667457,3265,,false;exposure2,1,4,Filler_W.Illuminate.M.L_N.Niritaly.F.R.wav,88,non-word,1677795668468,1677795670693,2225,,false;exposure2,2,0,Critical_Ash.Flourishing.F.L_As.Arkansas.M.R.wav,77,word,1677795671709,1677795674111,2402,,false;exposure2,3,6,Filler_N.Bamtell.F.L_W.Tactical.M.R.wav,77,word,1677795675122,1677795682511,7389,,false;exposure2,4,5,Filler_N.Baliber.M.L_W.Purgatory.F.R.wav,77,word,1677795683523,1677795685511,1988,,false;exposure2,5,2,Filler_N.Nomerae.M.L_W.Hamburger.F.R.wav,77,word,1677795686517,1677795688429,1912,,false;exposure2,6,7,Filler_W.Terminal.M.L_N.Bowidai.F.R.wav,88,non-word,1677795689433,1677795691212,1779,,false;exposure2,7,1,Critical_S.Eraser.F.L_Sh.Publisher.M.R.wav,77,word,1677795692220,1677795694065,1845,,false;",
423,Condition.30_F_L_A_Sh_05_B_0_1,"exposure2,0,3,Filler_N.Nempring.F.L_W.Identical.M.R.wav,77,non-word,1677794758239,1677794759988,1749,,false;exposure2,1,1,Critical_S.Eraser.F.L_Sh.Publisher.M.R.wav,88,word,1677794760990,1677794762736,1746,,false;exposure2,2,6,Filler_N.Bamtell.F.L_W.Tactical.M.R.wav,77,non-word,1677794763738,1677794765400,1662,,false;exposure2,3,5,Filler_N.Baliber.M.L_W.Purgatory.F.R.wav,88,word,1677794766412,1677794768070,1658,,false;exposure2,4,0,Critical_Ash.Flourishing.F.L_As.Arkansas.M.R.wav,88,word,1677794769088,1677794770776,1688,,false;exposure2,5,7,Filler_W.Terminal.M.L_N.Bowidai.F.R.wav,77,non-word,1677794771792,1677794773404,1612,,false;exposure2,6,2,Filler_N.Nomerae.M.L_W.Hamburger.F.R.wav,88,word,1677794774406,1677794776127,1721,,false;exposure2,7,4,Filler_W.Illuminate.M.L_N.Niritaly.F.R.wav,77,non-word,1677794777128,1677794778901,1773,,false;",
415,Condition.5_F_L_A_S_01_B_0_0,"exposure2,0,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,77,non-word,1677794381224,1677794382704,1480,,false;exposure2,1,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,88,word,1677794383718,1677794385434,1716,,false;exposure2,2,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,77,non-word,1677794386451,1677794388223,1772,,false;exposure2,3,0,Critical_As.Parasite.F.L_Ash.Ambition.M.R.wav,88,word,1677794389238,1677794391102,1864,,false;exposure2,4,1,Critical_Sh.Initial.F.L_S.Pregnancy.M.R.wav,88,word,1677794392115,1677794393488,1373,,false;exposure2,5,2,Filler_N.Wominid.M.L_W.America.F.R.wav,88,word,1677794394501,1677794396296,1795,,false;exposure2,6,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,77,non-word,1677794397313,1677794398995,1682,,false;exposure2,7,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,77,non-word,1677794400000,1677794401999,1999,,false;",
414,Condition.48_M_L_A_S_05_B_1_1,"exposure2,0,6,Filler_N.Bamtell.M.L_W.Tactical.F.R.wav,88,non-word,1677794384077,1677794387700,3623,,false;exposure2,1,4,Filler_W.Illuminate.F.L_N.Niritaly.M.R.wav,88,non-word,1677794388710,1677794391725,3015,,false;exposure2,2,2,Filler_N.Nomerae.F.L_W.Hamburger.M.R.wav,77,word,1677794392734,1677794395935,3201,,false;exposure2,3,0,Critical_As.Arkansas.M.L_Ash.Flourishing.F.R.wav,77,word,1677794396943,1677794399374,2431,,false;exposure2,4,3,Filler_N.Nempring.M.L_W.Identical.F.R.wav,88,non-word,1677794400380,1677794402816,2436,,false;exposure2,5,7,Filler_W.Terminal.F.L_N.Bowidai.M.R.wav,88,non-word,1677794403820,1677794406797,2977,,false;exposure2,6,5,Filler_N.Baliber.F.L_W.Purgatory.M.R.wav,77,word,1677794407808,1677794409943,2135,,false;exposure2,7,1,Critical_Sh.Publisher.M.L_S.Eraser.F.R.wav,77,word,1677794410951,1677794413214,2263,,false;",
