...1,Phase,Item.Type,Item.Number,Version,Attended.Talker,Attended.Talker_Materials,Attended.Talker_Sound,Attended.Talker_Gender,Attended.Talker_Ear,Unattended.Talker,Unattended.Talker_Materials,Unattended.Talker_Sound,Unattended.Talker_Gender,Unattended.Talker_Ear,reps,feedback,filename,Block
1,Exposure,Critical,1,Shifted,Ambition,Materials A,Sh,Male,Left,Parasite,Materials A,S,Female,Right,1,FALSE,Critical_Ash.Ambition.M.L_As.Parasite.F.R.wav,8
11,Exposure,Critical,11,Unshifted,Pregnancy,Materials B,S,Male,Left,Initial,Materials B,Sh,Female,Right,1,FALSE,Critical_S.Pregnancy.M.L_Sh.Initial.F.R.wav,8
21,Exposure,Filler,1,4,America,Set A,Word,Male,Right,Wominid,Set A,Nonword,Female,Left,1,FALSE,Filler_N.Wominid.F.L_W.America.M.R.wav,8
22,Exposure,Filler,1,3,Wojalto,Set B,Nonword,Male,Left,Bakery,Set B,Word,Female,Right,1,FALSE,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,8
23,Exposure,Filler,1,2,Youmgel,Set C,Nonword,Male,Right,Ballerina,Set C,Word,Female,Left,1,FALSE,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,8
51,Exposure,Filler,11,4,Lengthen,Set A,Word,Male,Right,Kelabidel,Set A,Nonword,Female,Left,1,FALSE,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,8
52,Exposure,Filler,11,3,Itempider,Set B,Nonword,Male,Left,Lobbying,Set B,Word,Female,Right,1,FALSE,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,8
53,Exposure,Filler,11,2,Kloumidiger,Set C,Nonword,Male,Right,Marina,Set C,Word,Female,Left,1,FALSE,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,8
