...1,Phase,Item.Type,Item.Number,Version,Attended.Talker,Attended.Talker_Materials,Attended.Talker_Sound,Attended.Talker_Gender,Attended.Talker_Ear,Unattended.Talker,Unattended.Talker_Materials,Unattended.Talker_Sound,Unattended.Talker_Gender,Unattended.Talker_Ear,reps,feedback,filename,Block
4,Exposure,Critical,4,Shifted,Official,Materials A,Sh,Female,Right,Tennessee,Materials A,S,Male,Left,1,FALSE,Critical_As.Tennessee.M.L_Ash.Official.F.R.wav,10
14,Exposure,Critical,14,Unshifted,Legacy,Materials B,S,Female,Right,Commercial,Materials B,Sh,Male,Left,1,FALSE,Critical_Sh.Commercial.M.L_S.Legacy.F.R.wav,10
30,Exposure,Filler,4,2,Directory,Set A,Word,Female,Left,Rimkeluwar,Set A,Nonword,Male,Right,1,FALSE,Filler_W.Directory.F.L_N.Rimkeluwar.M.R.wav,10
31,Exposure,Filler,4,1,Rawamtee,Set B,Nonword,Female,Right,Document,Set B,Word,Male,Left,1,FALSE,Filler_W.Document.M.L_N.Rawamtee.F.R.wav,10
32,Exposure,Filler,4,4,Rengime,Set C,Nonword,Female,Left,Embody,Set C,Word,Male,Right,1,FALSE,Filler_N.Rengime.F.L_W.Embody.M.R.wav,10
60,Exposure,Filler,14,2,Napkin,Set A,Word,Female,Left,Gardimuallay,Set A,Nonword,Male,Right,1,FALSE,Filler_W.Napkin.F.L_N.Gardimuallay.M.R.wav,10
61,Exposure,Filler,14,1,Halken,Set B,Nonword,Female,Right,Outnumber,Set B,Word,Male,Left,1,FALSE,Filler_W.Outnumber.M.L_N.Halken.F.R.wav,10
62,Exposure,Filler,14,4,Galliwinou,Set C,Nonword,Female,Left,Panicking,Set C,Word,Male,Right,1,FALSE,Filler_N.Galliwinou.F.L_W.Panicking.M.R.wav,10
