workerid,proliferate.condition,exposure6Resp,error
372,Condition.11_F_L_A_S_05_A_1_0,"exposure6,0,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,88,non-word,1676840900755,1676840902383,1628,,false;exposure6,1,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,77,word,1676840903395,1676840905112,1717,,false;exposure6,2,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,88,non-word,1676840906129,1676840908045,1916,,false;exposure6,3,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,88,non-word,1676840909058,1676840910850,1792,,false;exposure6,4,2,Filler_N.Wominid.M.L_W.America.F.R.wav,77,word,1676840911862,1676840913416,1554,,false;exposure6,5,1,Critical_Sh.Initial.F.L_S.Pregnancy.M.R.wav,77,word,1676840914442,1676840916644,2202,,false;exposure6,6,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,88,non-word,1676840917656,1676840919341,1685,,false;exposure6,7,0,Critical_As.Parasite.F.L_Ash.Ambition.M.R.wav,77,word,1676840920358,1676840921912,1554,,false;",
