workerid,proliferate.condition,exposure6Resp,error
408,Condition.23_F_L_A_Sh_01_B_1_0,"exposure6,0,0,Critical_Ash.Crucial.F.L_As.Peninsula.M.R.wav,88,non-word,1677793709751,1677793711912,2161,,false;exposure6,1,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,77,word,1677793712919,1677793714747,1828,,false;exposure6,2,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,88,non-word,1677793715750,1677793717512,1762,,false;exposure6,3,1,Critical_S.Reconcile.F.L_Sh.Parachute.M.R.wav,77,word,1677793718516,1677793720496,1980,,false;exposure6,4,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,77,word,1677793721501,1677793723186,1685,,false;exposure6,5,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,88,non-word,1677793724198,1677793725925,1727,,false;exposure6,6,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,88,non-word,1677793726934,1677793728656,1722,,false;exposure6,7,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,88,non-word,1677793729660,1677793731702,2042,,false;",
420,Condition.12_F_L_A_S_05_A_1_1,"exposure6,0,1,Critical_Sh.Initial.F.L_S.Pregnancy.M.R.wav,77,word,1677794479252,1677794480776,1524,,false;exposure6,1,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,77,word,1677794481792,1677794484340,2548,,false;exposure6,2,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,88,non-word,1677794485354,1677794487078,1724,,false;exposure6,3,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,88,non-word,1677794488092,1677794489891,1799,,false;exposure6,4,2,Filler_N.Wominid.M.L_W.America.F.R.wav,77,word,1677794490912,1677794492579,1667,,false;exposure6,5,0,Critical_As.Parasite.F.L_Ash.Ambition.M.R.wav,77,word,1677794493593,1677794495749,2156,,false;exposure6,6,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,88,non-word,1677794496754,1677794499067,2313,,false;exposure6,7,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,88,non-word,1677794500084,1677794501746,1662,,false;",
405,Condition.41_M_L_A_S_05_A_0_0,"exposure6,0,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,77,non-word,1677793049148,1677793050788,1640,,false;exposure6,1,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,88,word,1677793051804,1677793053274,1470,,false;exposure6,2,0,Critical_As.Parasite.M.L_Ash.Ambition.F.R.wav,88,word,1677793054282,1677793056001,1719,,false;exposure6,3,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,77,non-word,1677793057013,1677793058612,1599,,false;exposure6,4,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,77,non-word,1677793059615,1677793061122,1507,,false;exposure6,5,1,Critical_Sh.Initial.M.L_S.Pregnancy.F.R.wav,88,word,1677793062132,1677793063633,1501,,false;exposure6,6,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,77,non-word,1677793064647,1677793066516,1869,,false;exposure6,7,2,Filler_N.Wominid.F.L_W.America.M.R.wav,88,word,1677793067530,1677793068966,1436,,false;",
430,Condition.43_M_L_A_S_05_A_1_0,"exposure6,0,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,77,word,1677795798293,1677795800027,1734,,false;exposure6,1,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,88,non-word,1677795801037,1677795802986,1949,,false;exposure6,2,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,88,non-word,1677795803997,1677795805996,1999,,false;exposure6,3,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,88,non-word,1677795807005,1677795808813,1808,,false;exposure6,4,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,88,non-word,1677795809821,1677795811822,2001,,false;exposure6,5,1,Critical_Sh.Initial.M.L_S.Pregnancy.F.R.wav,77,word,1677795812829,1677795814852,2023,,false;exposure6,6,2,Filler_N.Wominid.F.L_W.America.M.R.wav,77,word,1677795815860,1677795817997,2137,,false;exposure6,7,0,Critical_As.Parasite.M.L_Ash.Ambition.F.R.wav,77,word,1677795819005,1677795821091,2086,,false;",
419,Condition.24_F_L_A_Sh_01_B_1_1,"exposure6,0,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,77,word,1677794511314,1677794513475,2161,,false;exposure6,1,1,Critical_S.Reconcile.F.L_Sh.Parachute.M.R.wav,77,word,1677794514488,1677794516494,2006,,false;exposure6,2,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,88,non-word,1677794517505,1677794519545,2040,,false;exposure6,3,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,88,non-word,1677794520553,1677794522779,2226,,false;exposure6,4,0,Critical_Ash.Crucial.F.L_As.Peninsula.M.R.wav,77,word,1677794523794,1677794525991,2197,,false;exposure6,5,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,77,word,1677794527004,1677794529009,2005,,false;exposure6,6,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,88,non-word,1677794530016,1677794532089,2073,,false;exposure6,7,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,88,non-word,1677794533099,1677794535484,2385,,false;",
421,Condition.44_M_L_A_S_05_A_1_1,"exposure6,0,2,Filler_N.Wominid.F.L_W.America.M.R.wav,77,word,1677794698891,1677794700235,1344,,false;exposure6,1,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,77,word,1677794701238,1677794703088,1850,,false;exposure6,2,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,88,non-word,1677794704092,1677794705637,1545,,false;exposure6,3,0,Critical_As.Parasite.M.L_Ash.Ambition.F.R.wav,77,word,1677794706638,1677794708327,1689,,false;exposure6,4,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,88,non-word,1677794709330,1677794711083,1753,,false;exposure6,5,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,88,non-word,1677794712084,1677794713922,1838,,false;exposure6,6,1,Critical_Sh.Initial.M.L_S.Pregnancy.F.R.wav,77,word,1677794714925,1677794716624,1699,,false;exposure6,7,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,88,non-word,1677794717626,1677794722616,4990,,false;",
431,Condition.32_F_L_A_Sh_05_B_1_1,"exposure6,0,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,88,non-word,1677795769620,1677795771692,2072,,false;exposure6,1,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,77,word,1677795772695,1677795774418,1723,,false;exposure6,2,0,Critical_Ash.Ambition.F.L_As.Parasite.M.R.wav,77,word,1677795775424,1677795777184,1760,,false;exposure6,3,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,88,non-word,1677795778191,1677795780004,1813,,false;exposure6,4,1,Critical_S.Pregnancy.F.L_Sh.Initial.M.R.wav,77,word,1677795781015,1677795782801,1786,,false;exposure6,5,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,88,non-word,1677795783808,1677795785598,1790,,false;exposure6,6,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,88,non-word,1677795786611,1677795788479,1868,,false;exposure6,7,2,Filler_N.Wominid.M.L_W.America.F.R.wav,77,word,1677795789494,1677795791206,1712,,false;",
423,Condition.30_F_L_A_Sh_05_B_0_1,"exposure6,0,2,Filler_N.Wominid.M.L_W.America.F.R.wav,88,word,1677794843224,1677794844593,1369,,false;exposure6,1,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,88,word,1677794845609,1677794847284,1675,,false;exposure6,2,1,Critical_S.Pregnancy.F.L_Sh.Initial.M.R.wav,88,word,1677794848285,1677794849669,1384,,false;exposure6,3,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,77,non-word,1677794850686,1677794852567,1881,,false;exposure6,4,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,77,non-word,1677794853580,1677794855446,1866,,false;exposure6,5,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,77,non-word,1677794856450,1677794858175,1725,,false;exposure6,6,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,77,non-word,1677794859187,1677794860855,1668,,false;exposure6,7,0,Critical_Ash.Ambition.F.L_As.Parasite.M.R.wav,88,word,1677794861862,1677794863283,1421,,false;",
415,Condition.5_F_L_A_S_01_B_0_0,"exposure6,0,1,Critical_Sh.Parachute.F.L_S.Reconcile.M.R.wav,88,word,1677794467558,1677794469171,1613,,false;exposure6,1,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,77,non-word,1677794470189,1677794471775,1586,,false;exposure6,2,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,88,word,1677794472788,1677794474335,1547,,false;exposure6,3,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,77,non-word,1677794475341,1677794477094,1753,,false;exposure6,4,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,88,word,1677794478109,1677794479579,1470,,false;exposure6,5,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,77,non-word,1677794480587,1677794482140,1553,,false;exposure6,6,0,Critical_As.Peninsula.F.L_Ash.Crucial.M.R.wav,88,word,1677794483156,1677794484900,1744,,false;exposure6,7,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,77,non-word,1677794485905,1677794487503,1598,,false;",
414,Condition.48_M_L_A_S_05_B_1_1,"exposure6,0,1,Critical_Sh.Initial.M.L_S.Pregnancy.F.R.wav,77,word,1677794494305,1677794496458,2153,,false;exposure6,1,0,Critical_As.Parasite.M.L_Ash.Ambition.F.R.wav,77,word,1677794497467,1677794499827,2360,,false;exposure6,2,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,88,non-word,1677794500835,1677794503205,2370,,false;exposure6,3,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,88,non-word,1677794504218,1677794506656,2438,,false;exposure6,4,2,Filler_N.Wominid.F.L_W.America.M.R.wav,77,word,1677794507668,1677794509969,2301,,false;exposure6,5,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,88,non-word,1677794510977,1677794513376,2399,,false;exposure6,6,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,77,word,1677794514385,1677794516485,2100,,false;exposure6,7,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,88,non-word,1677794517489,1677794547531,30042,,false;",
440,Condition.14_F_L_A_S_05_B_0_1,"exposure6,0,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,77,non-word,1678133193832,1678133196143,2311,,false;exposure6,1,1,Critical_Sh.Initial.F.L_S.Pregnancy.M.R.wav,88,word,1678133197149,1678133199055,1906,,false;exposure6,2,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,88,word,1678133200073,1678133202718,2645,,false;exposure6,3,0,Critical_As.Parasite.F.L_Ash.Ambition.M.R.wav,88,word,1678133203733,1678133205845,2112,,false;exposure6,4,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,77,non-word,1678133206858,1678133209076,2218,,false;exposure6,5,2,Filler_N.Wominid.M.L_W.America.F.R.wav,88,word,1678133210091,1678133212166,2075,,false;exposure6,6,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,77,non-word,1678133213182,1678133215537,2355,,false;exposure6,7,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,77,non-word,1678133216552,1678133218979,2427,,false;",
