"","Attended.Talker","Expected.Response","Phase","Item.Type","Block","Item.Number","Talker.A","Talker.A_Materials","Talker.A_Sound","Talker.B","Talker.B_Materials","Talker.B_Sound","Version","Talker.A_Gender","Talker.A_Ear","Talker.B_Gender","Talker.B_Ear","reps","feedback","filename"
"40","Female","Nonword","Exposure","Filler",1,7,"Identical","Set B","Word","Nempring","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Identical.M.L_N.Nempring.F.R.wav"
"41","Female","Nonword","Exposure","Filler",1,7,"Illuminate","Set C","Word","Niritaly","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Illuminate.M.R_N.Niritaly.F.L.wav"
"42","Female","Word","Exposure","Filler",1,8,"Hurdle","Set A","Word","Namuary","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Hurdle.F.L_N.Namuary.M.R.wav"
"43","Female","Nonword","Exposure","Filler",1,8,"Interior","Set B","Word","Mibgem","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Interior.M.L_N.Mibgem.F.R.wav"
"44","Female","Nonword","Exposure","Filler",1,8,"Ironic","Set C","Word","Makid","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Ironic.M.R_N.Makid.F.L.wav"
"45","Female","Word","Exposure","Filler",1,9,"Inhabit","Set A","Word","Logelai","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Inhabit.F.L_N.Logelai.M.R.wav"
"46","Female","Nonword","Exposure","Filler",1,9,"Knowingly","Set B","Word","Meidnow","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Knowingly.M.L_N.Meidnow.F.R.wav"
"47","Female","Nonword","Exposure","Filler",1,9,"Laminate","Set C","Word","Kaldemia","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Laminate.M.R_N.Kaldemia.F.L.wav"
"48","Female","Word","Exposure","Filler",1,10,"Keyboard","Set A","Word","Lenediaw","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Keyboard.F.L_N.Lenediaw.M.R.wav"
"49","Female","Nonword","Exposure","Filler",1,10,"Lethal","Set B","Word","Kermimer","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Lethal.M.L_N.Kermimer.F.R.wav"
"50","Female","Nonword","Exposure","Filler",1,10,"Liability","Set C","Word","Imdalier","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Liability.M.R_N.Imdalier.F.L.wav"
"51","Female","Word","Exposure","Filler",1,11,"Lengthen","Set A","Word","Kelabidel","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Lengthen.F.L_N.Kelabidel.M.R.wav"
"52","Female","Nonword","Exposure","Filler",1,11,"Lobbying","Set B","Word","Itempider","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Lobbying.M.L_N.Itempider.F.R.wav"
"53","Female","Nonword","Exposure","Filler",1,11,"Marina","Set C","Word","Kloumidiger","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Marina.M.R_N.Kloumidiger.F.L.wav"
"54","Female","Word","Exposure","Filler",1,12,"Lingering","Set A","Word","Inpaki","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Lingering.F.L_N.Inpaki.M.R.wav"
"55","Female","Nonword","Exposure","Filler",1,12,"Membrane","Set B","Word","Aknid","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Membrane.M.L_N.Aknid.F.R.wav"
"56","Female","Nonword","Exposure","Filler",1,12,"Metrical","Set C","Word","Halomimoc","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Metrical.M.R_N.Halomimoc.F.L.wav"
"57","Female","Word","Exposure","Filler",1,13,"Melancholy","Set A","Word","Hintarber","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Melancholy.F.L_N.Hintarber.M.R.wav"
"58","Female","Nonword","Exposure","Filler",1,13,"Negate","Set B","Word","Ibirak","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Negate.M.L_N.Ibirak.F.R.wav"
"59","Female","Nonword","Exposure","Filler",1,13,"Nightmare","Set C","Word","Gerbualo","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Nightmare.M.R_N.Gerbualo.F.L.wav"
"60","Female","Word","Exposure","Filler",1,14,"Napkin","Set A","Word","Gardimuallay","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Napkin.F.L_N.Gardimuallay.M.R.wav"
"61","Female","Nonword","Exposure","Filler",1,14,"Outnumber","Set B","Word","Halken","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Outnumber.M.L_N.Halken.F.R.wav"
"62","Female","Nonword","Exposure","Filler",1,14,"Panicking","Set C","Word","Galliwinou","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Panicking.M.R_N.Galliwinou.F.L.wav"
"63","Female","Word","Exposure","Filler",1,15,"Ornament","Set A","Word","Gairelom","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Ornament.F.L_N.Gairelom.M.R.wav"
"64","Female","Nonword","Exposure","Filler",1,15,"Parakeet","Set B","Word","Ganla","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Parakeet.M.L_N.Ganla.F.R.wav"
"65","Female","Nonword","Exposure","Filler",1,15,"Pilgrim","Set C","Word","Emhoutic","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Pilgrim.M.R_N.Emhoutic.F.L.wav"
"66","Female","Word","Exposure","Filler",1,16,"Pineapple","Set A","Word","Bikanian","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Pineapple.F.L_N.Bikanian.M.R.wav"
"67","Female","Nonword","Exposure","Filler",1,16,"Platonic","Set B","Word","Dadigal","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Platonic.M.L_N.Dadigal.F.R.wav"
"68","Female","Nonword","Exposure","Filler",1,16,"Predict","Set C","Word","Dilkuaund","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Predict.M.R_N.Dilkuaund.F.L.wav"
"69","Female","Word","Exposure","Filler",1,17,"Purgatory","Set A","Word","Baliber","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Purgatory.F.L_N.Baliber.M.R.wav"
"70","Female","Nonword","Exposure","Filler",1,17,"Tactical","Set B","Word","Bamtell","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Tactical.M.L_N.Bamtell.F.R.wav"
"71","Female","Nonword","Exposure","Filler",1,17,"Terminal","Set C","Word","Bowidai","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Terminal.M.R_N.Bowidai.F.L.wav"
"72","Female","Word","Exposure","Filler",1,18,"Therapeutic","Set A","Word","Amalar","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Therapeutic.F.L_N.Amalar.M.R.wav"
"73","Female","Nonword","Exposure","Filler",1,18,"Titanium","Set B","Word","Anemer","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Titanium.M.L_N.Anemer.F.R.wav"
"74","Female","Nonword","Exposure","Filler",1,18,"Turbulent","Set C","Word","Anolipa","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Turbulent.M.R_N.Anolipa.F.L.wav"
"75","Female","Word","Exposure","Filler",1,19,"Tutorial","Set A","Word","Ailounam","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Tutorial.F.L_N.Ailounam.M.R.wav"
"76","Female","Nonword","Exposure","Filler",1,19,"Umbrella","Set B","Word","Lilgrai","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Umbrella.M.L_N.Lilgrai.F.R.wav"
"77","Female","Nonword","Exposure","Filler",1,19,"Undermine","Set C","Word","Alnadiro","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Undermine.M.R_N.Alnadiro.F.L.wav"
"78","Female","Word","Exposure","Filler",1,20,"Wealthy","Set A","Word","Acomining","Set A","Nonword","2","Female","Left","Male","Right",1,FALSE,"Filler_03_A.2_W.Wealthy.F.L_N.Acomining.M.R.wav"
"79","Female","Nonword","Exposure","Filler",1,20,"Worldly","Set B","Word","Admunker","Set B","Nonword","1","Male","Left","Female","Right",1,FALSE,"Filler_03_B.1_W.Worldly.M.L_N.Admunker.F.R.wav"
"80","Female","Nonword","Exposure","Filler",1,20,"Wrinkle","Set C","Word","Aigi","Set C","Nonword","4","Male","Right","Female","Left",1,FALSE,"Filler_03_C.4_W.Wrinkle.M.R_N.Aigi.F.L.wav"
"81","NA","NA","Test","Test",3,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.03_F.1_ashi.25.wav"
"82","NA","NA","Test","Test",4,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.04_F.1_ashi.25.wav"
"83","NA","NA","Test","Test",7,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.07_F.1_ashi.25.wav"
"84","NA","NA","Test","Test",8,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.08_F.1_ashi.25.wav"
"85","NA","NA","Test","Test",11,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.11_F.1_ashi.25.wav"
"86","NA","NA","Test","Test",12,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.12_F.1_ashi.25.wav"
"87","NA","NA","Test","Test",1,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.01_M.1_ashi.25.wav"
"88","NA","NA","Test","Test",2,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.02_M.1_ashi.25.wav"
"89","NA","NA","Test","Test",5,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.05_M.1_ashi.25.wav"
"90","NA","NA","Test","Test",6,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.06_M.1_ashi.25.wav"
"91","NA","NA","Test","Test",9,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.09_M.1_ashi.25.wav"
"92","NA","NA","Test","Test",10,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.10_M.1_ashi.25.wav"
"93","NA","NA","Test","Test",3,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.03_F.2_ashi.30.wav"
"94","NA","NA","Test","Test",4,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.04_F.2_ashi.30.wav"
"95","NA","NA","Test","Test",7,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.07_F.2_ashi.30.wav"
"96","NA","NA","Test","Test",8,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.08_F.2_ashi.30.wav"
"97","NA","NA","Test","Test",11,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.11_F.2_ashi.30.wav"
"98","NA","NA","Test","Test",12,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.12_F.2_ashi.30.wav"
"99","NA","NA","Test","Test",1,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.01_M.2_ashi.30.wav"
"100","NA","NA","Test","Test",2,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.02_M.2_ashi.30.wav"
"101","NA","NA","Test","Test",5,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.05_M.2_ashi.30.wav"
"102","NA","NA","Test","Test",6,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.06_M.2_ashi.30.wav"
"103","NA","NA","Test","Test",9,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.09_M.2_ashi.30.wav"
"104","NA","NA","Test","Test",10,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.10_M.2_ashi.30.wav"
"105","NA","NA","Test","Test",3,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.03_F.3_ashi.40.wav"
"106","NA","NA","Test","Test",4,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.04_F.3_ashi.40.wav"
"107","NA","NA","Test","Test",7,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.07_F.3_ashi.40.wav"
"108","NA","NA","Test","Test",8,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.08_F.3_ashi.40.wav"
"109","NA","NA","Test","Test",11,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.11_F.3_ashi.40.wav"
"110","NA","NA","Test","Test",12,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.12_F.3_ashi.40.wav"
"111","NA","NA","Test","Test",1,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.01_M.3_ashi.40.wav"
"112","NA","NA","Test","Test",2,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.02_M.3_ashi.40.wav"
"113","NA","NA","Test","Test",5,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.05_M.3_ashi.40.wav"
"114","NA","NA","Test","Test",6,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.06_M.3_ashi.40.wav"
"115","NA","NA","Test","Test",9,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.09_M.3_ashi.40.wav"
"116","NA","NA","Test","Test",10,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.10_M.3_ashi.40.wav"
"117","NA","NA","Test","Test",3,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.03_F.4_ashi.45.wav"
"118","NA","NA","Test","Test",4,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.04_F.4_ashi.45.wav"
"119","NA","NA","Test","Test",7,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.07_F.4_ashi.45.wav"
"120","NA","NA","Test","Test",8,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.08_F.4_ashi.45.wav"
"121","NA","NA","Test","Test",11,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.11_F.4_ashi.45.wav"
"122","NA","NA","Test","Test",12,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.12_F.4_ashi.45.wav"
"123","NA","NA","Test","Test",1,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.01_M.4_ashi.45.wav"
"124","NA","NA","Test","Test",2,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.02_M.4_ashi.45.wav"
"125","NA","NA","Test","Test",5,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.05_M.4_ashi.45.wav"
"126","NA","NA","Test","Test",6,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.06_M.4_ashi.45.wav"
"127","NA","NA","Test","Test",9,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.09_M.4_ashi.45.wav"
"128","NA","NA","Test","Test",10,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.10_M.4_ashi.45.wav"
"129","NA","NA","Test","Test",3,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.03_F.5_ashi.50.wav"
"130","NA","NA","Test","Test",4,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.04_F.5_ashi.50.wav"
"131","NA","NA","Test","Test",7,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.07_F.5_ashi.50.wav"
"132","NA","NA","Test","Test",8,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.08_F.5_ashi.50.wav"
"133","NA","NA","Test","Test",11,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.11_F.5_ashi.50.wav"
"134","NA","NA","Test","Test",12,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,FALSE,"Test_B.12_F.5_ashi.50.wav"
"135","NA","NA","Test","Test",1,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.01_M.5_ashi.50.wav"
"136","NA","NA","Test","Test",2,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,FALSE,"Test_B.02_M.5_ashi.50.wav"
