...1,Phase,Item.Type,Item.Number,Version,Attended.Talker,Attended.Talker_Materials,Attended.Talker_Sound,Attended.Talker_Gender,Attended.Talker_Ear,Unattended.Talker,Unattended.Talker_Materials,Unattended.Talker_Sound,Unattended.Talker_Gender,Unattended.Talker_Ear,reps,feedback,filename,Block
6,Exposure,Critical,6,Unshifted,Pediatrician,Materials A,Sh,Male,Left,Hallucinate,Materials A,S,Female,Right,1,FALSE,Critical_Sh.Pediatrician.M.L_S.Hallucinate.F.R.wav,7
16,Exposure,Critical,16,Shifted,Personal,Materials B,S,Male,Left,Efficient,Materials B,Sh,Female,Right,1,FALSE,Critical_As.Personal.M.L_Ash.Efficient.F.R.wav,7
36,Exposure,Filler,6,4,Gardenia,Set A,Word,Male,Right,Perkum,Set A,Nonword,Female,Left,1,FALSE,Filler_N.Perkum.F.L_W.Gardenia.M.R.wav,7
37,Exposure,Filler,6,3,Omperoge,Set B,Nonword,Male,Left,Grammatical,Set B,Word,Female,Right,1,FALSE,Filler_N.Omperoge.M.L_W.Grammatical.F.R.wav,7
38,Exposure,Filler,6,2,Almikquary,Set C,Nonword,Male,Right,Honeymoon,Set C,Word,Female,Left,1,FALSE,Filler_W.Honeymoon.F.L_N.Almikquary.M.R.wav,7
66,Exposure,Filler,16,4,Pineapple,Set A,Word,Male,Right,Bikanian,Set A,Nonword,Female,Left,1,FALSE,Filler_N.Bikanian.F.L_W.Pineapple.M.R.wav,7
67,Exposure,Filler,16,3,Dadigal,Set B,Nonword,Male,Left,Platonic,Set B,Word,Female,Right,1,FALSE,Filler_N.Dadigal.M.L_W.Platonic.F.R.wav,7
68,Exposure,Filler,16,2,Dilkuaund,Set C,Nonword,Male,Right,Predict,Set C,Word,Female,Left,1,FALSE,Filler_W.Predict.F.L_N.Dilkuaund.M.R.wav,7
