workerid,proliferate.condition,exposure3Resp,error
408,Condition.23_F_L_A_Sh_01_B_1_0,"exposure3,0,7,Filler_W.Metrical.M.L_N.Halomimoc.F.R.wav,88,non-word,1677793634692,1677793637220,2528,,false;exposure3,1,6,Filler_N.Aknid.F.L_W.Membrane.M.R.wav,88,non-word,1677793638227,1677793640861,2634,,false;exposure3,2,3,Filler_N.Tounamplem.F.L_W.Bullying.M.R.wav,88,non-word,1677793641866,1677793644177,2311,,false;exposure3,3,2,Filler_N.Ungelnin.M.L_W.Blueberry.F.R.wav,77,word,1677793645189,1677793646822,1633,,false;exposure3,4,5,Filler_N.Inpaki.M.L_W.Lingering.F.R.wav,77,word,1677793647828,1677793649775,1947,,false;exposure3,5,0,Critical_Ash.Machinery.F.L_As.Obscene.M.R.wav,77,word,1677793650785,1677793654168,3383,,false;exposure3,6,1,Critical_S.Democracy.F.L_Sh.Beneficial.M.R.wav,77,word,1677793655172,1677793657112,1940,,false;exposure3,7,4,Filler_W.Burglary.M.L_N.Tymolape.F.R.wav,88,non-word,1677793658117,1677793660183,2066,,false;",
420,Condition.12_F_L_A_S_05_A_1_1,"exposure3,0,1,Critical_Sh.Glacier.F.L_S.Episode.M.R.wav,77,word,1677794400663,1677794402181,1518,,false;exposure3,1,5,Filler_N.Amalar.M.L_W.Therapeutic.F.R.wav,77,word,1677794403203,1677794408887,5684,,false;exposure3,2,0,Critical_As.Compensate.F.L_Ash.Reassure.M.R.wav,77,word,1677794409904,1677794412032,2128,,false;exposure3,3,7,Filler_W.Turbulent.M.L_N.Anolipa.F.R.wav,88,non-word,1677794413044,1677794414797,1753,,false;exposure3,4,3,Filler_N.Mibgem.F.L_W.Interior.M.R.wav,88,non-word,1677794415802,1677794418779,2977,,false;exposure3,5,6,Filler_N.Anemer.F.L_W.Titanium.M.R.wav,88,non-word,1677794419792,1677794421601,1809,,false;exposure3,6,4,Filler_W.Ironic.M.L_N.Makid.F.R.wav,88,non-word,1677794422622,1677794424474,1852,,false;exposure3,7,2,Filler_N.Namuary.M.L_W.Hurdle.F.R.wav,77,word,1677794425482,1677794427190,1708,,false;",
405,Condition.41_M_L_A_S_05_A_0_0,"exposure3,0,1,Critical_Sh.Glacier.M.L_S.Episode.F.R.wav,88,word,1677792974467,1677792975990,1523,,false;exposure3,1,3,Filler_N.Mibgem.M.L_W.Interior.F.R.wav,77,non-word,1677792976994,1677792978657,1663,,false;exposure3,2,7,Filler_W.Turbulent.F.L_N.Anolipa.M.R.wav,77,non-word,1677792979671,1677792981473,1802,,false;exposure3,3,2,Filler_N.Namuary.F.L_W.Hurdle.M.R.wav,88,word,1677792982481,1677792984064,1583,,false;exposure3,4,0,Critical_As.Compensate.M.L_Ash.Reassure.F.R.wav,88,word,1677792985078,1677792986725,1647,,false;exposure3,5,6,Filler_N.Anemer.M.L_W.Titanium.F.R.wav,77,non-word,1677792987728,1677792992489,4761,,false;exposure3,6,4,Filler_W.Ironic.F.L_N.Makid.M.R.wav,77,non-word,1677792993494,1677792996765,3271,,false;exposure3,7,5,Filler_N.Amalar.F.L_W.Therapeutic.M.R.wav,88,word,1677792997777,1677792999386,1609,,false;",
430,Condition.43_M_L_A_S_05_A_1_0,"exposure3,0,4,Filler_W.Ironic.F.L_N.Makid.M.R.wav,88,non-word,1677795728141,1677795730283,2142,,false;exposure3,1,5,Filler_N.Amalar.F.L_W.Therapeutic.M.R.wav,77,word,1677795731293,1677795733139,1846,,false;exposure3,2,3,Filler_N.Mibgem.M.L_W.Interior.F.R.wav,88,non-word,1677795734148,1677795736083,1935,,false;exposure3,3,7,Filler_W.Turbulent.F.L_N.Anolipa.M.R.wav,88,non-word,1677795737092,1677795739095,2003,,false;exposure3,4,0,Critical_As.Compensate.M.L_Ash.Reassure.F.R.wav,77,word,1677795740101,1677795741982,1881,,false;exposure3,5,2,Filler_N.Namuary.F.L_W.Hurdle.M.R.wav,77,word,1677795742989,1677795744963,1974,,false;exposure3,6,6,Filler_N.Anemer.M.L_W.Titanium.F.R.wav,88,non-word,1677795745973,1677795747867,1894,,false;exposure3,7,1,Critical_Sh.Glacier.M.L_S.Episode.F.R.wav,77,word,1677795748877,1677795750489,1612,,false;",
419,Condition.24_F_L_A_Sh_01_B_1_1,"exposure3,0,7,Filler_W.Metrical.M.L_N.Halomimoc.F.R.wav,88,non-word,1677794424737,1677794427524,2787,,false;exposure3,1,3,Filler_N.Tounamplem.F.L_W.Bullying.M.R.wav,88,non-word,1677794428535,1677794431191,2656,,false;exposure3,2,1,Critical_S.Democracy.F.L_Sh.Beneficial.M.R.wav,77,word,1677794432203,1677794434370,2167,,false;exposure3,3,0,Critical_Ash.Machinery.F.L_As.Obscene.M.R.wav,77,word,1677794435380,1677794440399,5019,,false;exposure3,4,5,Filler_N.Inpaki.M.L_W.Lingering.F.R.wav,77,word,1677794441411,1677794443815,2404,,false;exposure3,5,4,Filler_W.Burglary.M.L_N.Tymolape.F.R.wav,88,non-word,1677794444826,1677794447201,2375,,false;exposure3,6,6,Filler_N.Aknid.F.L_W.Membrane.M.R.wav,88,non-word,1677794448210,1677794450435,2225,,false;exposure3,7,2,Filler_N.Ungelnin.M.L_W.Blueberry.F.R.wav,77,word,1677794451448,1677794453301,1853,,false;",
421,Condition.44_M_L_A_S_05_A_1_1,"exposure3,0,1,Critical_Sh.Glacier.M.L_S.Episode.F.R.wav,77,word,1677794629620,1677794631435,1815,,false;exposure3,1,4,Filler_W.Ironic.F.L_N.Makid.M.R.wav,88,non-word,1677794632437,1677794636246,3809,,false;exposure3,2,5,Filler_N.Amalar.F.L_W.Therapeutic.M.R.wav,77,word,1677794637250,1677794639045,1795,,false;exposure3,3,7,Filler_W.Turbulent.F.L_N.Anolipa.M.R.wav,88,non-word,1677794640046,1677794641773,1727,,false;exposure3,4,3,Filler_N.Mibgem.M.L_W.Interior.F.R.wav,88,non-word,1677794642776,1677794645078,2302,,false;exposure3,5,2,Filler_N.Namuary.F.L_W.Hurdle.M.R.wav,77,word,1677794646084,1677794648015,1931,,false;exposure3,6,6,Filler_N.Anemer.M.L_W.Titanium.F.R.wav,88,non-word,1677794649017,1677794650745,1728,,false;exposure3,7,0,Critical_As.Compensate.M.L_Ash.Reassure.F.R.wav,77,word,1677794651749,1677794653389,1640,,false;",
431,Condition.32_F_L_A_Sh_05_B_1_1,"exposure3,0,0,Critical_Ash.Reassure.F.L_As.Compensate.M.R.wav,77,word,1677795695076,1677795697834,2758,,false;exposure3,1,7,Filler_W.Turbulent.M.L_N.Anolipa.F.R.wav,88,non-word,1677795698845,1677795700715,1870,,false;exposure3,2,3,Filler_N.Mibgem.F.L_W.Interior.M.R.wav,88,non-word,1677795701727,1677795703973,2246,,false;exposure3,3,1,Critical_S.Episode.F.L_Sh.Glacier.M.R.wav,77,word,1677795704975,1677795707027,2052,,false;exposure3,4,6,Filler_N.Anemer.F.L_W.Titanium.M.R.wav,88,non-word,1677795708041,1677795710360,2319,,false;exposure3,5,4,Filler_W.Ironic.M.L_N.Makid.F.R.wav,88,non-word,1677795711373,1677795713869,2496,,false;exposure3,6,2,Filler_N.Namuary.M.L_W.Hurdle.F.R.wav,77,word,1677795714881,1677795716955,2074,,false;exposure3,7,5,Filler_N.Amalar.M.L_W.Therapeutic.F.R.wav,77,word,1677795717960,1677795720016,2056,,false;",
423,Condition.30_F_L_A_Sh_05_B_0_1,"exposure3,0,7,Filler_W.Turbulent.M.L_N.Anolipa.F.R.wav,77,non-word,1677794779912,1677794781615,1703,,false;exposure3,1,6,Filler_N.Anemer.F.L_W.Titanium.M.R.wav,77,non-word,1677794782632,1677794784353,1721,,false;exposure3,2,2,Filler_N.Namuary.M.L_W.Hurdle.F.R.wav,88,word,1677794785359,1677794786806,1447,,false;exposure3,3,5,Filler_N.Amalar.M.L_W.Therapeutic.F.R.wav,88,word,1677794787820,1677794789551,1731,,false;exposure3,4,4,Filler_W.Ironic.M.L_N.Makid.F.R.wav,77,non-word,1677794790558,1677794792108,1550,,false;exposure3,5,1,Critical_S.Episode.F.L_Sh.Glacier.M.R.wav,88,word,1677794793119,1677794794570,1451,,false;exposure3,6,0,Critical_Ash.Reassure.F.L_As.Compensate.M.R.wav,88,word,1677794795578,1677794797232,1654,,false;exposure3,7,3,Filler_N.Mibgem.F.L_W.Interior.M.R.wav,77,non-word,1677794798249,1677794799936,1687,,false;",
415,Condition.5_F_L_A_S_01_B_0_0,"exposure3,0,7,Filler_W.Metrical.M.L_N.Halomimoc.F.R.wav,77,non-word,1677794403016,1677794404739,1723,,false;exposure3,1,5,Filler_N.Inpaki.M.L_W.Lingering.F.R.wav,88,word,1677794405752,1677794407229,1477,,false;exposure3,2,1,Critical_Sh.Beneficial.F.L_S.Democracy.M.R.wav,88,word,1677794408244,1677794409693,1449,,false;exposure3,3,2,Filler_N.Ungelnin.M.L_W.Blueberry.F.R.wav,88,word,1677794410702,1677794412423,1721,,false;exposure3,4,3,Filler_N.Tounamplem.F.L_W.Bullying.M.R.wav,77,non-word,1677794413433,1677794415052,1619,,false;exposure3,5,6,Filler_N.Aknid.F.L_W.Membrane.M.R.wav,77,non-word,1677794416063,1677794417542,1479,,false;exposure3,6,0,Critical_As.Obscene.F.L_Ash.Machinery.M.R.wav,88,word,1677794418550,1677794420591,2041,,false;exposure3,7,4,Filler_W.Burglary.M.L_N.Tymolape.F.R.wav,77,non-word,1677794421595,1677794423365,1770,,false;",
414,Condition.48_M_L_A_S_05_B_1_1,"exposure3,0,4,Filler_W.Ironic.F.L_N.Makid.M.R.wav,88,non-word,1677794414222,1677794416628,2406,,false;exposure3,1,2,Filler_N.Namuary.F.L_W.Hurdle.M.R.wav,77,word,1677794417639,1677794419622,1983,,false;exposure3,2,3,Filler_N.Mibgem.M.L_W.Interior.F.R.wav,88,non-word,1677794420629,1677794422946,2317,,false;exposure3,3,6,Filler_N.Anemer.M.L_W.Titanium.F.R.wav,88,non-word,1677794423960,1677794426617,2657,,false;exposure3,4,1,Critical_Sh.Glacier.M.L_S.Episode.F.R.wav,77,word,1677794427626,1677794430007,2381,,false;exposure3,5,5,Filler_N.Amalar.F.L_W.Therapeutic.M.R.wav,77,word,1677794431012,1677794433180,2168,,false;exposure3,6,7,Filler_W.Turbulent.F.L_N.Anolipa.M.R.wav,88,non-word,1677794434192,1677794436311,2119,,false;exposure3,7,0,Critical_As.Compensate.M.L_Ash.Reassure.F.R.wav,77,word,1677794437326,1677794439993,2667,,false;",
