"","workerid","proliferate.condition","exposure6Resp","error"
"1",495,"Condition.54_M_L_A_Sh_01_B_0_1","exposure6,0,3,Filler_N.Ploupelai.M.L_W.Eighty.F.R.wav,77,non-word,1678210884627,1678210886780,2153,,false;exposure6,1,4,Filler_W.Gullible.F.L_N.Pourilar.M.R.wav,77,non-word,1678210887790,1678210890384,2594,,false;exposure6,2,1,Critical_S.Reconcile.M.L_Sh.Parachute.F.R.wav,88,word,1678210891397,1678210893457,2060,,false;exposure6,3,7,Filler_W.Pilgrim.F.L_N.Emhoutic.M.R.wav,77,non-word,1678210894469,1678210896729,2260,,false;exposure6,4,2,Filler_N.Rakil.F.L_W.Dynamite.M.R.wav,88,word,1678210897738,1678210899658,1920,,false;exposure6,5,5,Filler_N.Gairelom.F.L_W.Ornament.M.R.wav,88,word,1678210900666,1678210902638,1972,,false;exposure6,6,0,Critical_Ash.Crucial.M.L_As.Peninsula.F.R.wav,88,word,1678210903640,1678210906247,2607,,false;exposure6,7,6,Filler_N.Ganla.M.L_W.Parakeet.F.R.wav,77,non-word,1678210907261,1678210909343,2082,,false;",NA
"2",451,"Condition.47_M_L_A_S_05_B_1_0","exposure6,0,2,Filler_N.Wominid.F.L_W.America.M.R.wav,77,word,1678155633517,1678155635107,1590,,false;exposure6,1,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,88,non-word,1678155636128,1678155637812,1684,,false;exposure6,2,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,77,word,1678155638827,1678155640501,1674,,false;exposure6,3,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,88,non-word,1678155641517,1678155643190,1673,,false;exposure6,4,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,88,non-word,1678155644198,1678155645822,1624,,false;exposure6,5,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,88,non-word,1678155646828,1678155649095,2267,,false;exposure6,6,0,Critical_As.Parasite.M.L_Ash.Ambition.F.R.wav,77,word,1678155650108,1678155651831,1723,,false;exposure6,7,1,Critical_Sh.Initial.M.L_S.Pregnancy.F.R.wav,77,word,1678155652839,1678155654448,1609,,false;",NA
"3",445,"Condition.61_M_L_A_Sh_05_B_0_0","exposure6,0,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,77,non-word,1678154679658,1678154681603,1945,,false;exposure6,1,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,77,non-word,1678154682611,1678154684760,2149,,false;exposure6,2,0,Critical_Ash.Ambition.M.L_As.Parasite.F.R.wav,88,word,1678154685775,1678154687621,1846,,false;exposure6,3,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,77,non-word,1678154688638,1678154690517,1879,,false;exposure6,4,1,Critical_S.Pregnancy.M.L_Sh.Initial.F.R.wav,88,word,1678154691535,1678154693372,1837,,false;exposure6,5,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,77,non-word,1678154694386,1678154696651,2265,,false;exposure6,6,2,Filler_N.Wominid.F.L_W.America.M.R.wav,88,word,1678154697662,1678154699368,1706,,false;exposure6,7,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,77,non-word,1678154700378,1678154702451,2073,,false;",NA
"4",455,"Condition.49_M_L_A_Sh_01_A_0_0","exposure6,0,3,Filler_N.Ploupelai.M.L_W.Eighty.F.R.wav,77,non-word,1678208641765,1678208643377,1612,,false;exposure6,1,4,Filler_W.Gullible.F.L_N.Pourilar.M.R.wav,77,non-word,1678208644382,1678208646001,1619,,false;exposure6,2,0,Critical_Ash.Crucial.M.L_As.Peninsula.F.R.wav,88,word,1678208647009,1678208648771,1762,,false;exposure6,3,6,Filler_N.Ganla.M.L_W.Parakeet.F.R.wav,77,non-word,1678208649779,1678208651784,2005,,false;exposure6,4,1,Critical_S.Reconcile.M.L_Sh.Parachute.F.R.wav,88,word,1678208652786,1678208654323,1537,,false;exposure6,5,7,Filler_W.Pilgrim.F.L_N.Emhoutic.M.R.wav,77,non-word,1678208655340,1678208656901,1561,,false;exposure6,6,2,Filler_N.Rakil.F.L_W.Dynamite.M.R.wav,88,word,1678208657909,1678208659304,1395,,false;exposure6,7,5,Filler_N.Gairelom.F.L_W.Ornament.M.R.wav,88,word,1678208660307,1678208661711,1404,,false;",NA
"5",493,"Condition.57_M_L_A_Sh_05_A_0_0","exposure6,0,2,Filler_N.Wominid.F.L_W.America.M.R.wav,88,word,1678210698006,1678210699460,1454,,false;exposure6,1,0,Critical_Ash.Ambition.M.L_As.Parasite.F.R.wav,88,word,1678210700462,1678210701899,1437,,false;exposure6,2,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,88,word,1678210702902,1678210704336,1434,,false;exposure6,3,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,77,non-word,1678210705339,1678210706805,1466,,false;exposure6,4,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,77,non-word,1678210707808,1678210709224,1416,,false;exposure6,5,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,77,non-word,1678210710227,1678210711826,1599,,false;exposure6,6,1,Critical_S.Pregnancy.M.L_Sh.Initial.F.R.wav,88,word,1678210712829,1678210714296,1467,,false;exposure6,7,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,77,non-word,1678210715298,1678210716802,1504,,false;",NA
"6",535,"Condition.34_M_L_A_S_01_A_0_1","exposure6,0,4,Filler_W.Gullible.F.L_N.Pourilar.M.R.wav,77,non-word,1678211902879,1678211904518,1639,,false;exposure6,1,6,Filler_N.Ganla.M.L_W.Parakeet.F.R.wav,77,non-word,1678211905524,1678211907102,1578,,false;exposure6,2,1,Critical_Sh.Parachute.M.L_S.Reconcile.F.R.wav,88,word,1678211908106,1678211909670,1564,,false;exposure6,3,2,Filler_N.Rakil.F.L_W.Dynamite.M.R.wav,88,word,1678211910674,1678211912150,1476,,false;exposure6,4,5,Filler_N.Gairelom.F.L_W.Ornament.M.R.wav,88,word,1678211913166,1678211914709,1543,,false;exposure6,5,7,Filler_W.Pilgrim.F.L_N.Emhoutic.M.R.wav,77,non-word,1678211915713,1678211917750,2037,,false;exposure6,6,0,Critical_As.Peninsula.M.L_Ash.Crucial.F.R.wav,77,non-word,1678211918760,1678211920958,2198,,false;exposure6,7,3,Filler_N.Ploupelai.M.L_W.Eighty.F.R.wav,77,non-word,1678211921971,1678211923654,1683,,false;",NA
"7",546,"Condition.15_F_L_A_S_05_B_1_0","exposure6,0,2,Filler_N.Wominid.M.L_W.America.F.R.wav,77,word,1678212012831,1678212015696,2865,,false;exposure6,1,7,Filler_W.Marina.M.L_N.Kloumidiger.F.R.wav,88,non-word,1678212016712,1678212019812,3100,,false;exposure6,2,4,Filler_W.Ballerina.M.L_N.Youmgel.F.R.wav,88,non-word,1678212020823,1678212023877,3054,,false;exposure6,3,6,Filler_N.Itempider.F.L_W.Lobbying.M.R.wav,88,non-word,1678212024882,1678212027940,3058,,false;exposure6,4,1,Critical_Sh.Initial.F.L_S.Pregnancy.M.R.wav,77,word,1678212028958,1678212032339,3381,,false;exposure6,5,5,Filler_N.Kelabidel.M.L_W.Lengthen.F.R.wav,77,word,1678212033349,1678212036538,3189,,false;exposure6,6,0,Critical_As.Parasite.F.L_Ash.Ambition.M.R.wav,77,word,1678212037555,1678212040890,3335,,false;exposure6,7,3,Filler_N.Wojalto.F.L_W.Bakery.M.R.wav,88,non-word,1678212041901,1678212045111,3210,,false;",NA
"8",544,"Condition.58_M_L_A_Sh_05_A_0_1","exposure6,0,2,Filler_N.Wominid.F.L_W.America.M.R.wav,88,word,1678211755576,1678211757140,1564,,false;exposure6,1,5,Filler_N.Kelabidel.F.L_W.Lengthen.M.R.wav,88,word,1678211758142,1678211759723,1581,,false;exposure6,2,0,Critical_Ash.Ambition.M.L_As.Parasite.F.R.wav,88,word,1678211760725,1678211762311,1586,,false;exposure6,3,4,Filler_W.Ballerina.F.L_N.Youmgel.M.R.wav,77,non-word,1678211763313,1678211764940,1627,,false;exposure6,4,1,Critical_S.Pregnancy.M.L_Sh.Initial.F.R.wav,88,word,1678211765954,1678211767623,1669,,false;exposure6,5,7,Filler_W.Marina.F.L_N.Kloumidiger.M.R.wav,77,non-word,1678211768625,1678211770270,1645,,false;exposure6,6,6,Filler_N.Itempider.M.L_W.Lobbying.F.R.wav,77,non-word,1678211771272,1678211772876,1604,,false;exposure6,7,3,Filler_N.Wojalto.M.L_W.Bakery.F.R.wav,77,non-word,1678211773877,1678211776237,2360,,false;",NA
"9",501,"Condition.8_F_L_A_S_01_B_1_1","exposure6,0,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,77,word,1678211080931,1678211083400,2469,,false;exposure6,1,1,Critical_Sh.Parachute.F.L_S.Reconcile.M.R.wav,77,word,1678211084415,1678211086776,2361,,false;exposure6,2,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,88,non-word,1678211087787,1678211090065,2278,,false;exposure6,3,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,88,non-word,1678211091085,1678211094440,3355,,false;exposure6,4,0,Critical_As.Peninsula.F.L_Ash.Crucial.M.R.wav,88,non-word,1678211095452,1678211097552,2100,,false;exposure6,5,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,77,word,1678211098562,1678211100296,1734,,false;exposure6,6,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,88,non-word,1678211101302,1678211103337,2035,,false;exposure6,7,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,88,non-word,1678211104359,1678211106648,2289,,false;",NA
"11",490,"Condition.21_F_L_A_Sh_01_B_0_0","exposure6,0,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,77,non-word,1678210874265,1678210875791,1526,,false;exposure6,1,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,77,non-word,1678210876805,1678210878244,1439,,false;exposure6,2,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,77,non-word,1678210879254,1678210880816,1562,,false;exposure6,3,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,88,word,1678210881826,1678210883505,1679,,false;exposure6,4,0,Critical_Ash.Crucial.F.L_As.Peninsula.M.R.wav,77,non-word,1678210884524,1678210886100,1576,,false;exposure6,5,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,88,word,1678210887104,1678210888912,1808,,false;exposure6,6,1,Critical_S.Reconcile.F.L_Sh.Parachute.M.R.wav,88,word,1678210889933,1678210891712,1779,,false;exposure6,7,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,77,non-word,1678210892720,1678210894426,1706,,false;",NA
