"","workerid","proliferate.condition","exposure1Resp","error"
"1",495,"Condition.54_M_L_A_Sh_01_B_0_1","exposure1,0,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,77,non-word,1678210752812,1678210755256,2444,,false;exposure1,1,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,88,word,1678210756264,1678210758131,1867,,false;exposure1,2,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,88,word,1678210759140,1678210761517,2377,,false;exposure1,3,0,Critical_Ash.Vacation.M.L_As.Rehearsal.F.R.wav,88,word,1678210762528,1678210764730,2202,,false;exposure1,4,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,77,non-word,1678210765741,1678210767997,2256,,false;exposure1,5,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,77,non-word,1678210769006,1678210772185,3179,,false;exposure1,6,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,88,word,1678210773191,1678210775334,2143,,false;exposure1,7,1,Critical_S.Coliseum.M.L_Sh.Impatient.F.R.wav,88,word,1678210776342,1678210778444,2102,,false;",NA
"2",451,"Condition.47_M_L_A_S_05_B_1_0","exposure1,0,7,Filler_W.Predict.F.L_N.Dilkuaund.M.R.wav,88,non-word,1678155519382,1678155521761,2379,,false;exposure1,1,1,Critical_Sh.Efficient.M.L_S.Personal.F.R.wav,77,word,1678155522777,1678155524522,1745,,false;exposure1,2,6,Filler_N.Dadigal.M.L_W.Platonic.F.R.wav,88,non-word,1678155525528,1678155527474,1946,,false;exposure1,3,4,Filler_W.Honeymoon.F.L_N.Almikquary.M.R.wav,88,non-word,1678155528488,1678155530523,2035,,false;exposure1,4,0,Critical_As.Hallucinate.M.L_Ash.Pediatrician.F.R.wav,88,non-word,1678155531539,1678155535235,3696,,false;exposure1,5,5,Filler_N.Bikanian.F.L_W.Pineapple.M.R.wav,77,word,1678155536248,1678155538349,2101,,false;exposure1,6,2,Filler_N.Perkum.F.L_W.Gardenia.M.R.wav,77,word,1678155539371,1678155541125,1754,,false;exposure1,7,3,Filler_N.Omperoge.M.L_W.Grammatical.F.R.wav,88,non-word,1678155542130,1678155544413,2283,,false;",NA
"3",445,"Condition.61_M_L_A_Sh_05_B_0_0","exposure1,0,5,Filler_N.Bikanian.F.L_W.Pineapple.M.R.wav,88,word,1678154552473,1678154555411,2938,,false;exposure1,1,3,Filler_N.Omperoge.M.L_W.Grammatical.F.R.wav,77,non-word,1678154556414,1678154558707,2293,,false;exposure1,2,7,Filler_W.Predict.F.L_N.Dilkuaund.M.R.wav,77,non-word,1678154559713,1678154562044,2331,,false;exposure1,3,6,Filler_N.Dadigal.M.L_W.Platonic.F.R.wav,77,non-word,1678154563051,1678154565223,2172,,false;exposure1,4,4,Filler_W.Honeymoon.F.L_N.Almikquary.M.R.wav,77,non-word,1678154566227,1678154568323,2096,,false;exposure1,5,0,Critical_Ash.Pediatrician.M.L_As.Hallucinate.F.R.wav,88,word,1678154569329,1678154571296,1967,,false;exposure1,6,1,Critical_S.Personal.M.L_Sh.Efficient.F.R.wav,88,word,1678154572313,1678154574090,1777,,false;exposure1,7,2,Filler_N.Perkum.F.L_W.Gardenia.M.R.wav,88,word,1678154575105,1678154577037,1932,,false;",NA
"4",455,"Condition.49_M_L_A_Sh_01_A_0_0","exposure1,0,1,Critical_S.Coliseum.M.L_Sh.Impatient.F.R.wav,88,word,1678208525852,1678208527997,2145,,false;exposure1,1,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,77,non-word,1678208529000,1678208531394,2394,,false;exposure1,2,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,77,non-word,1678208532395,1678208535630,3235,,false;exposure1,3,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,88,word,1678208536639,1678208539063,2424,,false;exposure1,4,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,77,non-word,1678208540064,1678208542696,2632,,false;exposure1,5,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,88,word,1678208543713,1678208546826,3113,,false;exposure1,6,0,Critical_Ash.Vacation.M.L_As.Rehearsal.F.R.wav,88,word,1678208547834,1678208549475,1641,,false;exposure1,7,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,88,word,1678208550479,1678208552750,2271,,false;",NA
"5",493,"Condition.57_M_L_A_Sh_05_A_0_0","exposure1,0,4,Filler_W.Honeymoon.F.L_N.Almikquary.M.R.wav,77,non-word,1678210592401,1678210594442,2041,,false;exposure1,1,6,Filler_N.Dadigal.M.L_W.Platonic.F.R.wav,77,non-word,1678210595445,1678210597306,1861,,false;exposure1,2,5,Filler_N.Bikanian.F.L_W.Pineapple.M.R.wav,88,word,1678210598308,1678210599812,1504,,false;exposure1,3,7,Filler_W.Predict.F.L_N.Dilkuaund.M.R.wav,77,non-word,1678210600816,1678210602378,1562,,false;exposure1,4,1,Critical_S.Personal.M.L_Sh.Efficient.F.R.wav,88,word,1678210603380,1678210605089,1709,,false;exposure1,5,2,Filler_N.Perkum.F.L_W.Gardenia.M.R.wav,88,word,1678210606091,1678210608597,2506,,false;exposure1,6,3,Filler_N.Omperoge.M.L_W.Grammatical.F.R.wav,77,non-word,1678210609599,1678210611601,2002,,false;exposure1,7,0,Critical_Ash.Pediatrician.M.L_As.Hallucinate.F.R.wav,88,word,1678210612603,1678210614725,2122,,false;",NA
"6",535,"Condition.34_M_L_A_S_01_A_0_1","exposure1,0,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,77,non-word,1678211753520,1678211758086,4566,,false;exposure1,1,0,Critical_As.Rehearsal.M.L_Ash.Vacation.F.R.wav,88,word,1678211759089,1678211762094,3005,,false;exposure1,2,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,88,word,1678211763106,1678211765726,2620,,false;exposure1,3,1,Critical_Sh.Impatient.M.L_S.Coliseum.F.R.wav,88,word,1678211766740,1678211769358,2618,,false;exposure1,4,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,88,word,1678211770368,1678211776758,6390,,false;exposure1,5,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,77,non-word,1678211777764,1678211789854,12090,,false;exposure1,6,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,88,word,1678211790861,1678211792870,2009,,false;exposure1,7,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,77,non-word,1678211793876,1678211796814,2938,,false;",NA
"7",546,"Condition.15_F_L_A_S_05_B_1_0","exposure1,0,0,Critical_As.Hallucinate.F.L_Ash.Pediatrician.M.R.wav,88,non-word,1678211843638,1678211851061,7423,,false;exposure1,1,7,Filler_W.Predict.M.L_N.Dilkuaund.F.R.wav,88,non-word,1678211852071,1678211855171,3100,,false;exposure1,2,1,Critical_Sh.Efficient.F.L_S.Personal.M.R.wav,77,word,1678211856189,1678211859400,3211,,false;exposure1,3,3,Filler_N.Omperoge.F.L_W.Grammatical.M.R.wav,88,non-word,1678211860416,1678211864516,4100,,false;exposure1,4,6,Filler_N.Dadigal.F.L_W.Platonic.M.R.wav,88,non-word,1678211865523,1678211868291,2768,,false;exposure1,5,2,Filler_N.Perkum.M.L_W.Gardenia.F.R.wav,77,word,1678211869305,1678211872273,2968,,false;exposure1,6,4,Filler_W.Honeymoon.M.L_N.Almikquary.F.R.wav,88,non-word,1678211873283,1678211876363,3080,,false;exposure1,7,5,Filler_N.Bikanian.M.L_W.Pineapple.F.R.wav,77,word,1678211877368,1678211880622,3254,,false;",NA
"8",544,"Condition.58_M_L_A_Sh_05_A_0_1","exposure1,0,6,Filler_N.Dadigal.M.L_W.Platonic.F.R.wav,77,non-word,1678211628230,1678211632450,4220,,false;exposure1,1,3,Filler_N.Omperoge.M.L_W.Grammatical.F.R.wav,77,non-word,1678211633452,1678211636515,3063,,false;exposure1,2,7,Filler_W.Predict.F.L_N.Dilkuaund.M.R.wav,88,word,1678211637516,1678211639954,2438,,false;exposure1,3,0,Critical_Ash.Pediatrician.M.L_As.Hallucinate.F.R.wav,88,word,1678211640955,1678211643199,2244,,false;exposure1,4,5,Filler_N.Bikanian.F.L_W.Pineapple.M.R.wav,88,word,1678211644200,1678211645870,1670,,false;exposure1,5,2,Filler_N.Perkum.F.L_W.Gardenia.M.R.wav,88,word,1678211646871,1678211648534,1663,,false;exposure1,6,4,Filler_W.Honeymoon.F.L_N.Almikquary.M.R.wav,77,non-word,1678211649535,1678211651529,1994,,false;exposure1,7,1,Critical_S.Personal.M.L_Sh.Efficient.F.R.wav,88,word,1678211652532,1678211654450,1918,,false;",NA
"9",501,"Condition.8_F_L_A_S_01_B_1_1","exposure1,0,1,Critical_Sh.Impatient.F.L_S.Coliseum.M.R.wav,77,word,1678210931955,1678210934394,2439,,false;exposure1,1,4,Filler_W.Liability.M.L_N.Imdalier.F.R.wav,88,non-word,1678210935405,1678210939249,3844,,false;exposure1,2,5,Filler_N.Acomining.M.L_W.Wealthy.F.R.wav,77,word,1678210940267,1678210942305,2038,,false;exposure1,3,3,Filler_N.Kermimer.F.L_W.Lethal.M.R.wav,88,non-word,1678210943318,1678210946306,2988,,false;exposure1,4,6,Filler_N.Admunker.F.L_W.Worldly.M.R.wav,88,non-word,1678210947323,1678210949426,2103,,false;exposure1,5,0,Critical_As.Rehearsal.F.L_Ash.Vacation.M.R.wav,88,non-word,1678210950446,1678210952714,2268,,false;exposure1,6,2,Filler_N.Lenediaw.M.L_W.Keyboard.F.R.wav,77,word,1678210953733,1678210955850,2117,,false;exposure1,7,7,Filler_W.Wrinkle.M.L_N.Aigi.F.R.wav,88,non-word,1678210956874,1678210959881,3007,,false;",NA
"11",490,"Condition.21_F_L_A_Sh_01_B_0_0","exposure1,0,2,Filler_N.Lenediaw.M.L_W.Keyboard.F.R.wav,88,word,1678210751074,1678210754989,3915,,false;exposure1,1,3,Filler_N.Kermimer.F.L_W.Lethal.M.R.wav,77,non-word,1678210755999,1678210758533,2534,,false;exposure1,2,6,Filler_N.Admunker.F.L_W.Worldly.M.R.wav,77,non-word,1678210759543,1678210761904,2361,,false;exposure1,3,1,Critical_S.Coliseum.F.L_Sh.Impatient.M.R.wav,88,word,1678210762908,1678210765444,2536,,false;exposure1,4,7,Filler_W.Wrinkle.M.L_N.Aigi.F.R.wav,77,non-word,1678210766464,1678210770015,3551,,false;exposure1,5,4,Filler_W.Liability.M.L_N.Imdalier.F.R.wav,77,non-word,1678210771027,1678210773778,2751,,false;exposure1,6,5,Filler_N.Acomining.M.L_W.Wealthy.F.R.wav,88,word,1678210774796,1678210776967,2171,,false;exposure1,7,0,Critical_Ash.Vacation.F.L_As.Rehearsal.M.R.wav,88,word,1678210777992,1678210780298,2306,,false;",NA
