workerid,proliferate.condition,exposure5Resp,error
394,Condition.56_M_L_A_Sh_01_B_1_1,"exposure5,0,3,Filler_N.Rawamtee.M.L_W.Document.F.R.wav,88,non-word,1677457174786,1677457176988,2202,,false;exposure5,1,4,Filler_W.Embody.F.L_N.Rengime.M.R.wav,88,non-word,1677457178007,1677457179896,1889,,false;exposure5,2,0,Critical_Ash.Official.M.L_As.Tennessee.F.R.wav,77,word,1677457180902,1677457182436,1534,,false;exposure5,3,6,Filler_N.Halken.M.L_W.Outnumber.F.R.wav,88,non-word,1677457183443,1677457185113,1670,,false;exposure5,4,1,Critical_S.Legacy.M.L_Sh.Commercial.F.R.wav,77,word,1677457186127,1677457187681,1554,,false;exposure5,5,7,Filler_W.Panicking.F.L_N.Galliwinou.M.R.wav,88,non-word,1677457188688,1677457190298,1610,,false;exposure5,6,5,Filler_N.Gardimuallay.F.L_W.Napkin.M.R.wav,77,word,1677457191317,1677457193050,1733,,false;exposure5,7,2,Filler_N.Rimkeluwar.F.L_W.Directory.M.R.wav,77,word,1677457194068,1677457195814,1746,,false;",
391,Condition.62_M_L_A_Sh_05_B_0_1,"exposure5,0,0,Critical_Ash.Vacation.M.L_As.Rehearsal.F.R.wav,88,word,1677435597072,1677435598963,1891,,false;exposure5,1,5,Filler_N.Acomining.F.L_W.Wealthy.M.R.wav,88,word,1677435599973,1677435601714,1741,,false;exposure5,2,4,Filler_W.Liability.F.L_N.Imdalier.M.R.wav,77,non-word,1677435602738,1677435604650,1912,,false;exposure5,3,7,Filler_W.Wrinkle.F.L_N.Aigi.M.R.wav,77,non-word,1677435605668,1677435607282,1614,,false;exposure5,4,6,Filler_N.Admunker.M.L_W.Worldly.F.R.wav,77,non-word,1677435608303,1677435609946,1643,,false;exposure5,5,1,Critical_S.Coliseum.M.L_Sh.Impatient.F.R.wav,88,word,1677435610966,1677435612581,1615,,false;exposure5,6,2,Filler_N.Lenediaw.F.L_W.Keyboard.M.R.wav,88,word,1677435613599,1677435615236,1637,,false;exposure5,7,3,Filler_N.Kermimer.M.L_W.Lethal.F.R.wav,77,non-word,1677435616251,1677435617920,1669,,false;",
