workerid,proliferate.condition,exposure3Resp,error
391,Condition.62_M_L_A_Sh_05_B_0_1,"exposure3,0,0,Critical_Ash.Reassure.M.L_As.Compensate.F.R.wav,88,word,1677435551904,1677435553542,1638,,false;exposure3,1,7,Filler_W.Turbulent.F.L_N.Anolipa.M.R.wav,77,non-word,1677435554563,1677435556461,1898,,false;exposure3,2,2,Filler_N.Namuary.F.L_W.Hurdle.M.R.wav,88,word,1677435557481,1677435559146,1665,,false;exposure3,3,4,Filler_W.Ironic.F.L_N.Makid.M.R.wav,77,non-word,1677435560160,1677435563065,2905,,false;exposure3,4,6,Filler_N.Anemer.M.L_W.Titanium.F.R.wav,77,non-word,1677435564077,1677435565776,1699,,false;exposure3,5,1,Critical_S.Episode.M.L_Sh.Glacier.F.R.wav,88,word,1677435566790,1677435568500,1710,,false;exposure3,6,5,Filler_N.Amalar.F.L_W.Therapeutic.M.R.wav,88,word,1677435569509,1677435571938,2429,,false;exposure3,7,3,Filler_N.Mibgem.M.L_W.Interior.F.R.wav,77,non-word,1677435572954,1677435574719,1765,,false;",
