...1,Phase,Item.Type,Item.Number,Version,Attended.Talker,Attended.Talker_Materials,Attended.Talker_Sound,Attended.Talker_Gender,Attended.Talker_Ear,Unattended.Talker,Unattended.Talker_Materials,Unattended.Talker_Sound,Unattended.Talker_Gender,Unattended.Talker_Ear,Correct.Response,reps,feedback,filename,Block
6,Exposure,Critical,6,Unshifted,Pediatrician,Materials A,Sh,Female,Left,Hallucinate,Materials A,S,Male,Right,word,1,FALSE,Critical_Sh.Pediatrician.F.L_S.Hallucinate.M.R.wav,6
16,Exposure,Critical,16,Shifted,Personal,Materials B,S,Female,Left,Efficient,Materials B,Sh,Male,Right,word,1,FALSE,Critical_As.Personal.F.L_Ash.Efficient.M.R.wav,6
36,Exposure,Filler,6,3,Gardenia,Set A,word,Female,Right,Perkum,Set A,non-word,Male,Left,word,1,FALSE,Filler_N.Perkum.M.L_W.Gardenia.F.R.wav,6
37,Exposure,Filler,6,4,Omperoge,Set B,non-word,Female,Left,Grammatical,Set B,word,Male,Right,non-word,1,FALSE,Filler_N.Omperoge.F.L_W.Grammatical.M.R.wav,6
38,Exposure,Filler,6,1,Almikquary,Set C,non-word,Female,Right,Honeymoon,Set C,word,Male,Left,non-word,1,FALSE,Filler_W.Honeymoon.M.L_N.Almikquary.F.R.wav,6
66,Exposure,Filler,16,3,Pineapple,Set A,word,Female,Right,Bikanian,Set A,non-word,Male,Left,word,1,FALSE,Filler_N.Bikanian.M.L_W.Pineapple.F.R.wav,6
67,Exposure,Filler,16,4,Dadigal,Set B,non-word,Female,Left,Platonic,Set B,word,Male,Right,non-word,1,FALSE,Filler_N.Dadigal.F.L_W.Platonic.M.R.wav,6
68,Exposure,Filler,16,1,Dilkuaund,Set C,non-word,Female,Right,Predict,Set C,word,Male,Left,non-word,1,FALSE,Filler_W.Predict.M.L_N.Dilkuaund.F.R.wav,6
